cust_id,order_date,order_num
1977394,2018-07-16,1977394-1
1977394,2018-07-23,1977394-10
1977394,2018-07-26,1977394-28
1977394,2018-08-06,1977394-48
1977394,2018-08-14,1977394-24
1977394,2018-08-27,1977394-45
1977394,2018-09-02,1977394-16
1977394,2018-01-06,1977394-25
1977394,2018-09-19,1977394-36
1977394,2018-01-09,1977394-26
1977394,2018-01-09,1977394-46
1977394,2018-01-09,1977394-38
1977394,2018-10-02,1977394-41
1977394,2018-10-03,1977394-5
1977394,2018-01-26,1977394-49
1977394,2018-10-10,1977394-37
1977394,2018-01-28,1977394-22
1977394,2018-10-13,1977394-2
1977394,2018-02-03,1977394-40
1977394,2018-02-07,1977394-31
1977394,2018-02-10,1977394-6
1977394,2018-10-28,1977394-17
1977394,2018-02-20,1977394-33
1977394,2018-11-04,1977394-14
1977394,2018-11-06,1977394-15
1977394,2018-02-25,1977394-47
1977394,2018-03-03,1977394-12
1977394,2018-03-04,1977394-39
1977394,2018-11-15,1977394-8
1977394,2018-03-08,1977394-50
1977394,2018-11-21,1977394-4
1977394,2018-11-25,1977394-20
1977394,2018-11-26,1977394-35
1977394,2018-11-28,1977394-19
1977394,2018-03-18,1977394-18
1977394,2018-12-12,1977394-32
1977394,2018-12-13,1977394-13
1977394,2018-04-07,1977394-42
1977394,2018-12-22,1977394-23
1977394,2018-04-16,1977394-9
1977394,2018-04-20,1977394-7
1977394,2018-04-20,1977394-11
1977394,2018-04-25,1977394-34
1977394,2018-05-03,1977394-29
1977394,2018-05-06,1977394-30
1977394,2018-05-08,1977394-27
1977394,2018-05-10,1977394-21
2241074,2018-05-14,2241074-15
2241074,2018-05-17,2241074-40
2241074,2018-05-18,2241074-25
2241074,2018-05-26,2241074-8
2241074,2018-06-17,2241074-10
2241074,2018-06-17,2241074-34
2241074,2018-06-17,2241074-6
2241074,2018-06-25,2241074-33
2241074,2018-06-26,2241074-47
2241074,2018-06-28,2241074-46
2241074,2018-07-11,2241074-17
2241074,2018-07-16,2241074-42
2241074,2018-08-03,2241074-3
2241074,2018-08-23,2241074-24
2241074,2018-08-27,2241074-50
2241074,2018-09-09,2241074-32
2241074,2018-09-12,2241074-44
2241074,2018-09-15,2241074-2
2241074,2018-01-04,2241074-48
2241074,2018-01-07,2241074-26
2241074,2018-09-20,2241074-41
2241074,2018-09-20,2241074-9
2241074,2018-09-27,2241074-20
2241074,2018-09-27,2241074-30
2241074,2018-01-15,2241074-11
2241074,2018-01-21,2241074-22
2241074,2018-01-24,2241074-43
2241074,2018-01-25,2241074-45
2241074,2018-01-25,2241074-14
2241074,2018-10-22,2241074-7
2241074,2018-10-23,2241074-1
2241074,2018-02-16,2241074-12
2241074,2018-02-17,2241074-28
2241074,2018-11-11,2241074-4
2241074,2018-11-15,2241074-23
2241074,2018-11-20,2241074-38
2241074,2018-03-19,2241074-35
2241074,2018-03-19,2241074-49
2241074,2018-03-20,2241074-29
2241074,2018-12-01,2241074-13
2241074,2018-12-13,2241074-16
2241074,2018-12-13,2241074-39
2241074,2018-04-03,2241074-27
2241074,2018-04-08,2241074-31
2241074,2018-04-10,2241074-5
2241074,2018-04-14,2241074-21
2241074,2018-04-20,2241074-19
2241074,2018-04-21,2241074-18
2241074,2018-05-02,2241074-36
2241074,2018-05-03,2241074-37
2574130,2018-05-14,2574130-38
2574130,2018-05-16,2574130-22
2574130,2018-05-16,2574130-44
2574130,2018-05-22,2574130-15
2574130,2018-06-08,2574130-8
2574130,2018-06-10,2574130-37
2574130,2018-06-11,2574130-34
2574130,2018-06-23,2574130-12
2574130,2018-06-23,2574130-29
2574130,2018-06-27,2574130-17
2574130,2018-06-28,2574130-46
2574130,2018-07-24,2574130-42
2574130,2018-07-26,2574130-31
2574130,2018-07-28,2574130-10
2574130,2018-08-04,2574130-49
2574130,2018-08-11,2574130-7
2574130,2018-08-19,2574130-43
2574130,2018-08-19,2574130-30
2574130,2018-08-24,2574130-45
2574130,2018-09-02,2574130-4
2574130,2018-09-12,2574130-26
2574130,2018-01-04,2574130-19
2574130,2018-09-17,2574130-5
2574130,2018-09-20,2574130-24
2574130,2018-01-08,2574130-47
2574130,2018-01-19,2574130-2
2574130,2018-01-22,2574130-21
2574130,2018-01-28,2574130-39
2574130,2018-10-17,2574130-1
2574130,2018-10-18,2574130-40
2574130,2018-02-19,2574130-18
2574130,2018-02-19,2574130-9
2574130,2018-02-21,2574130-25
2574130,2018-11-06,2574130-48
2574130,2018-11-08,2574130-20
2574130,2018-11-10,2574130-36
2574130,2018-11-11,2574130-28
2574130,2018-03-01,2574130-3
2574130,2018-11-12,2574130-32
2574130,2018-03-04,2574130-35
2574130,2018-03-05,2574130-14
2574130,2018-11-18,2574130-23
2574130,2018-11-22,2574130-6
2574130,2018-03-18,2574130-27
2574130,2018-12-11,2574130-33
2574130,2018-12-17,2574130-13
2574130,2018-12-17,2574130-11
2574130,2018-12-18,2574130-41
2574130,2018-12-23,2574130-50
2574130,2018-04-18,2574130-16
4934194,2018-05-17,4934194-16
4934194,2018-05-20,4934194-32
4934194,2018-06-06,4934194-29
4934194,2018-06-08,4934194-7
4934194,2018-06-12,4934194-30
4934194,2018-06-17,4934194-22
4934194,2018-06-23,4934194-11
4934194,2018-06-25,4934194-44
4934194,2018-07-09,4934194-9
4934194,2018-07-12,4934194-41
4934194,2018-07-12,4934194-35
4934194,2018-08-07,4934194-26
4934194,2018-08-18,4934194-6
4934194,2018-09-04,4934194-8
4934194,2018-09-12,4934194-49
4934194,2018-09-13,4934194-36
4934194,2018-09-17,4934194-21
4934194,2018-09-17,4934194-3
4934194,2018-01-06,4934194-15
4934194,2018-01-06,4934194-45
4934194,2018-09-19,4934194-10
4934194,2018-09-22,4934194-23
4934194,2018-01-16,4934194-50
4934194,2018-01-16,4934194-20
4934194,2018-01-18,4934194-37
4934194,2018-01-23,4934194-28
4934194,2018-10-08,4934194-13
4934194,2018-10-16,4934194-2
4934194,2018-02-08,4934194-34
4934194,2018-02-18,4934194-25
4934194,2018-11-01,4934194-4
4934194,2018-02-23,4934194-42
4934194,2018-02-24,4934194-39
4934194,2018-11-10,4934194-43
4934194,2018-03-05,4934194-12
4934194,2018-11-16,4934194-17
4934194,2018-11-20,4934194-5
4934194,2018-11-23,4934194-24
4934194,2018-11-25,4934194-18
4934194,2018-11-26,4934194-27
4934194,2018-03-16,4934194-31
4934194,2018-03-22,4934194-38
4934194,2018-04-05,4934194-48
4934194,2018-12-26,4934194-33
4934194,2018-04-17,4934194-47
4934194,2018-04-19,4934194-19
4934194,2018-04-23,4934194-40
4934194,2018-04-28,4934194-1
4934194,2018-05-02,4934194-46
4934194,2018-05-12,4934194-14
89650,2018-05-14,89650-28
89650,2018-05-21,89650-50
89650,2018-05-23,89650-46
89650,2018-05-26,89650-36
89650,2018-06-03,89650-47
89650,2018-06-09,89650-44
89650,2018-06-11,89650-17
89650,2018-06-21,89650-10
89650,2018-06-24,89650-45
89650,2018-07-04,89650-12
89650,2018-07-14,89650-34
89650,2018-07-16,89650-13
89650,2018-07-22,89650-26
89650,2018-08-01,89650-22
89650,2018-08-07,89650-48
89650,2018-08-09,89650-38
89650,2018-08-13,89650-32
89650,2018-08-27,89650-14
89650,2018-01-06,89650-18
89650,2018-09-20,89650-42
89650,2018-09-27,89650-20
89650,2018-01-17,89650-23
89650,2018-10-01,89650-29
89650,2018-01-24,89650-30
89650,2018-10-08,89650-6
89650,2018-10-09,89650-3
89650,2018-10-22,89650-9
89650,2018-02-11,89650-19
89650,2018-10-27,89650-27
89650,2018-11-02,89650-4
89650,2018-11-05,89650-21
89650,2018-11-05,89650-2
89650,2018-02-26,89650-31
89650,2018-02-28,89650-11
89650,2018-03-05,89650-24
89650,2018-11-16,89650-25
89650,2018-03-08,89650-40
89650,2018-11-28,89650-35
89650,2018-03-25,89650-5
89650,2018-04-01,89650-37
89650,2018-04-01,89650-33
89650,2018-04-01,89650-41
89650,2018-12-13,89650-8
89650,2018-12-16,89650-7
89650,2018-12-17,89650-1
89650,2018-04-07,89650-43
89650,2018-12-25,89650-16
89650,2018-12-27,89650-15
89650,2018-04-23,89650-49
89650,2018-04-27,89650-39
5925682,2018-05-13,5925682-6
5925682,2018-05-19,5925682-7
5925682,2018-05-20,5925682-31
5925682,2018-05-24,5925682-13
5925682,2018-05-25,5925682-10
5925682,2018-05-27,5925682-50
5925682,2018-07-01,5925682-16
5925682,2018-07-02,5925682-19
5925682,2018-07-13,5925682-39
5925682,2018-07-15,5925682-37
5925682,2018-07-19,5925682-35
5925682,2018-07-23,5925682-20
5925682,2018-08-05,5925682-49
5925682,2018-08-06,5925682-44
5925682,2018-08-27,5925682-12
5925682,2018-09-01,5925682-27
5925682,2018-09-10,5925682-45
5925682,2018-09-11,5925682-42
5925682,2018-09-17,5925682-43
5925682,2018-01-05,5925682-8
5925682,2018-01-07,5925682-33
5925682,2018-01-10,5925682-26
5925682,2018-09-28,5925682-1
5925682,2018-01-18,5925682-17
5925682,2018-01-20,5925682-21
5925682,2018-10-11,5925682-41
5925682,2018-10-13,5925682-38
5925682,2018-10-13,5925682-28
5925682,2018-10-17,5925682-29
5925682,2018-10-20,5925682-9
5925682,2018-11-02,5925682-2
5925682,2018-02-20,5925682-11
5925682,2018-02-27,5925682-34
5925682,2018-03-04,5925682-40
5925682,2018-11-16,5925682-24
5925682,2018-03-06,5925682-23
5925682,2018-11-22,5925682-3
5925682,2018-11-23,5925682-22
5925682,2018-03-13,5925682-18
5925682,2018-11-24,5925682-15
5925682,2018-03-22,5925682-4
5925682,2018-12-05,5925682-5
5925682,2018-03-26,5925682-32
5925682,2018-12-14,5925682-47
5925682,2018-04-04,5925682-14
5925682,2018-12-19,5925682-36
5925682,2018-12-21,5925682-25
5925682,2018-04-26,5925682-48
5925682,2018-05-02,5925682-46
5925682,2018-05-08,5925682-30
6665522,2018-05-18,6665522-32
6665522,2018-06-02,6665522-24
6665522,2018-06-13,6665522-43
6665522,2018-06-19,6665522-45
6665522,2018-07-11,6665522-17
6665522,2018-07-19,6665522-40
6665522,2018-08-01,6665522-10
6665522,2018-08-08,6665522-44
6665522,2018-08-08,6665522-4
6665522,2018-08-16,6665522-6
6665522,2018-08-20,6665522-5
6665522,2018-09-15,6665522-25
6665522,2018-09-19,6665522-50
6665522,2018-09-20,6665522-30
6665522,2018-09-22,6665522-2
6665522,2018-01-10,6665522-15
6665522,2018-01-10,6665522-16
6665522,2018-01-12,6665522-42
6665522,2018-10-08,6665522-21
6665522,2018-01-26,6665522-35
6665522,2018-10-11,6665522-46
6665522,2018-02-01,6665522-29
6665522,2018-10-15,6665522-12
6665522,2018-02-03,6665522-28
6665522,2018-10-18,6665522-11
6665522,2018-10-20,6665522-8
6665522,2018-10-23,6665522-14
6665522,2018-02-10,6665522-13
6665522,2018-02-10,6665522-37
6665522,2018-10-26,6665522-36
6665522,2018-02-14,6665522-47
6665522,2018-02-16,6665522-38
6665522,2018-02-20,6665522-19
6665522,2018-11-04,6665522-9
6665522,2018-11-05,6665522-39
6665522,2018-03-12,6665522-1
6665522,2018-12-01,6665522-20
6665522,2018-12-04,6665522-3
6665522,2018-03-27,6665522-31
6665522,2018-03-27,6665522-34
6665522,2018-12-08,6665522-7
6665522,2018-03-28,6665522-22
6665522,2018-04-04,6665522-23
6665522,2018-04-12,6665522-41
6665522,2018-04-20,6665522-18
6665522,2018-04-24,6665522-27
6665522,2018-04-27,6665522-26
6665522,2018-04-28,6665522-49
6665522,2018-05-07,6665522-48
6665522,2018-05-08,6665522-33
2285874,2018-06-05,2285874-25
2285874,2018-06-14,2285874-27
2285874,2018-06-17,2285874-38
2285874,2018-07-06,2285874-36
2285874,2018-07-10,2285874-6
2285874,2018-07-11,2285874-19
2285874,2018-07-18,2285874-41
2285874,2018-07-28,2285874-15
2285874,2018-08-02,2285874-14
2285874,2018-08-09,2285874-17
2285874,2018-08-14,2285874-8
2285874,2018-08-17,2285874-31
2285874,2018-08-28,2285874-46
2285874,2018-09-06,2285874-26
2285874,2018-09-12,2285874-37
2285874,2018-01-10,2285874-4
2285874,2018-09-24,2285874-29
2285874,2018-01-15,2285874-30
2285874,2018-01-19,2285874-1
2285874,2018-10-03,2285874-7
2285874,2018-10-09,2285874-16
2285874,2018-10-11,2285874-13
2285874,2018-02-05,2285874-28
2285874,2018-02-10,2285874-12
2285874,2018-10-24,2285874-20
2285874,2018-02-11,2285874-50
2285874,2018-02-23,2285874-48
2285874,2018-11-07,2285874-9
2285874,2018-11-08,2285874-23
2285874,2018-02-27,2285874-43
2285874,2018-11-10,2285874-21
2285874,2018-02-28,2285874-45
2285874,2018-02-28,2285874-10
2285874,2018-03-02,2285874-35
2285874,2018-11-14,2285874-33
2285874,2018-03-15,2285874-3
2285874,2018-03-18,2285874-22
2285874,2018-12-03,2285874-24
2285874,2018-03-24,2285874-47
2285874,2018-03-25,2285874-49
2285874,2018-12-13,2285874-39
2285874,2018-04-04,2285874-34
2285874,2018-12-19,2285874-11
2285874,2018-04-13,2285874-2
2285874,2018-04-17,2285874-44
2285874,2018-04-17,2285874-5
2285874,2018-04-21,2285874-40
2285874,2018-04-23,2285874-32
2285874,2018-05-02,2285874-18
2285874,2018-05-03,2285874-42
6285618,2018-05-15,6285618-30
6285618,2018-05-18,6285618-4
6285618,2018-05-22,6285618-50
6285618,2018-05-25,6285618-26
6285618,2018-06-03,6285618-40
6285618,2018-06-06,6285618-25
6285618,2018-06-13,6285618-17
6285618,2018-06-13,6285618-46
6285618,2018-06-15,6285618-5
6285618,2018-06-22,6285618-11
6285618,2018-06-24,6285618-14
6285618,2018-06-25,6285618-9
6285618,2018-07-02,6285618-45
6285618,2018-07-15,6285618-1
6285618,2018-07-18,6285618-10
6285618,2018-08-06,6285618-35
6285618,2018-08-07,6285618-2
6285618,2018-08-19,6285618-32
6285618,2018-08-21,6285618-12
6285618,2018-08-23,6285618-22
6285618,2018-08-26,6285618-41
6285618,2018-09-07,6285618-7
6285618,2018-09-07,6285618-39
6285618,2018-09-11,6285618-49
6285618,2018-09-11,6285618-21
6285618,2018-01-02,6285618-31
6285618,2018-01-08,6285618-8
6285618,2018-01-09,6285618-6
6285618,2018-09-23,6285618-34
6285618,2018-01-11,6285618-19
6285618,2018-09-28,6285618-42
6285618,2018-01-18,6285618-36
6285618,2018-10-14,6285618-18
6285618,2018-02-02,6285618-29
6285618,2018-02-06,6285618-37
6285618,2018-02-06,6285618-13
6285618,2018-02-28,6285618-43
6285618,2018-11-11,6285618-15
6285618,2018-11-17,6285618-48
6285618,2018-03-20,6285618-23
6285618,2018-12-03,6285618-16
6285618,2018-03-23,6285618-20
6285618,2018-12-06,6285618-38
6285618,2018-12-13,6285618-33
6285618,2018-04-04,6285618-24
6285618,2018-04-10,6285618-27
6285618,2018-12-26,6285618-47
6285618,2018-04-19,6285618-28
6285618,2018-04-20,6285618-3
6285618,2018-05-06,6285618-44
5697330,2018-05-13,5697330-25
5697330,2018-05-15,5697330-30
5697330,2018-05-16,5697330-24
5697330,2018-05-26,5697330-42
5697330,2018-05-28,5697330-22
5697330,2018-06-21,5697330-14
5697330,2018-07-14,5697330-29
5697330,2018-07-21,5697330-47
5697330,2018-07-25,5697330-43
5697330,2018-07-27,5697330-48
5697330,2018-08-02,5697330-31
5697330,2018-08-09,5697330-15
5697330,2018-08-10,5697330-5
5697330,2018-08-11,5697330-26
5697330,2018-08-15,5697330-12
5697330,2018-08-19,5697330-17
5697330,2018-08-24,5697330-36
5697330,2018-09-04,5697330-7
5697330,2018-09-06,5697330-23
5697330,2018-09-06,5697330-6
5697330,2018-09-07,5697330-32
5697330,2018-09-09,5697330-39
5697330,2018-09-15,5697330-37
5697330,2018-01-06,5697330-20
5697330,2018-09-19,5697330-35
5697330,2018-01-08,5697330-16
5697330,2018-09-23,5697330-40
5697330,2018-01-18,5697330-28
5697330,2018-01-28,5697330-4
5697330,2018-10-22,5697330-27
5697330,2018-02-11,5697330-9
5697330,2018-10-26,5697330-33
5697330,2018-02-13,5697330-10
5697330,2018-11-05,5697330-45
5697330,2018-02-23,5697330-13
5697330,2018-02-24,5697330-49
5697330,2018-02-26,5697330-41
5697330,2018-11-09,5697330-11
5697330,2018-11-13,5697330-1
5697330,2018-11-14,5697330-19
5697330,2018-03-06,5697330-18
5697330,2018-11-17,5697330-34
5697330,2018-03-16,5697330-44
5697330,2018-03-19,5697330-3
5697330,2018-03-26,5697330-8
5697330,2018-03-26,5697330-38
5697330,2018-04-07,5697330-50
5697330,2018-04-13,5697330-21
5697330,2018-04-19,5697330-2
5697330,2018-04-19,5697330-46
2621747,2018-05-16,2621747-33
2621747,2018-05-28,2621747-42
2621747,2018-06-02,2621747-9
2621747,2018-06-03,2621747-13
2621747,2018-06-14,2621747-37
2621747,2018-06-21,2621747-40
2621747,2018-06-21,2621747-47
2621747,2018-07-07,2621747-7
2621747,2018-07-09,2621747-17
2621747,2018-07-13,2621747-44
2621747,2018-07-15,2621747-39
2621747,2018-07-15,2621747-32
2621747,2018-07-19,2621747-19
2621747,2018-08-02,2621747-8
2621747,2018-08-17,2621747-6
2621747,2018-08-28,2621747-5
2621747,2018-01-06,2621747-28
2621747,2018-09-19,2621747-12
2621747,2018-09-26,2621747-31
2621747,2018-01-14,2621747-23
2621747,2018-09-28,2621747-29
2621747,2018-01-18,2621747-3
2621747,2018-01-18,2621747-41
2621747,2018-10-02,2621747-4
2621747,2018-10-03,2621747-35
2621747,2018-10-14,2621747-49
2621747,2018-02-02,2621747-1
2621747,2018-02-03,2621747-25
2621747,2018-02-08,2621747-18
2621747,2018-10-22,2621747-45
2621747,2018-10-25,2621747-20
2621747,2018-02-14,2621747-2
2621747,2018-11-04,2621747-24
2621747,2018-03-01,2621747-38
2621747,2018-03-04,2621747-30
2621747,2018-03-08,2621747-22
2621747,2018-11-21,2621747-34
2621747,2018-03-14,2621747-50
2621747,2018-12-01,2621747-21
2621747,2018-03-21,2621747-43
2621747,2018-03-21,2621747-14
2621747,2018-04-01,2621747-16
2621747,2018-12-13,2621747-36
2621747,2018-12-14,2621747-11
2621747,2018-12-16,2621747-10
2621747,2018-12-16,2621747-27
2621747,2018-04-16,2621747-26
2621747,2018-04-17,2621747-15
2621747,2018-04-25,2621747-48
2621747,2018-05-10,2621747-46
532531,2018-06-14,532531-10
532531,2018-06-16,532531-44
532531,2018-06-24,532531-3
532531,2018-07-03,532531-37
532531,2018-07-07,532531-19
532531,2018-07-19,532531-43
532531,2018-07-23,532531-47
532531,2018-08-03,532531-26
532531,2018-08-14,532531-1
532531,2018-08-17,532531-12
532531,2018-08-22,532531-33
532531,2018-09-02,532531-21
532531,2018-09-03,532531-24
532531,2018-09-04,532531-25
532531,2018-09-06,532531-31
532531,2018-09-10,532531-30
532531,2018-09-20,532531-6
532531,2018-09-21,532531-9
532531,2018-09-24,532531-8
532531,2018-09-28,532531-45
532531,2018-10-03,532531-40
532531,2018-01-21,532531-5
532531,2018-01-28,532531-22
532531,2018-10-18,532531-15
532531,2018-10-21,532531-29
532531,2018-02-21,532531-13
532531,2018-02-23,532531-7
532531,2018-02-28,532531-28
532531,2018-11-14,532531-11
532531,2018-03-05,532531-49
532531,2018-11-22,532531-20
532531,2018-11-22,532531-32
532531,2018-11-23,532531-50
532531,2018-03-14,532531-38
532531,2018-03-16,532531-18
532531,2018-11-27,532531-17
532531,2018-12-01,532531-16
532531,2018-03-22,532531-46
532531,2018-12-04,532531-42
532531,2018-12-08,532531-14
532531,2018-12-15,532531-35
532531,2018-12-15,532531-34
532531,2018-04-07,532531-39
532531,2018-04-09,532531-36
532531,2018-12-22,532531-2
532531,2018-12-28,532531-4
532531,2018-04-17,532531-48
532531,2018-04-21,532531-27
532531,2018-04-23,532531-23
532531,2018-05-07,532531-41
5980211,2018-06-04,5980211-48
5980211,2018-06-06,5980211-10
5980211,2018-06-07,5980211-32
5980211,2018-06-12,5980211-12
5980211,2018-06-24,5980211-22
5980211,2018-07-01,5980211-39
5980211,2018-07-17,5980211-35
5980211,2018-07-21,5980211-17
5980211,2018-07-23,5980211-21
5980211,2018-08-02,5980211-43
5980211,2018-08-13,5980211-31
5980211,2018-08-19,5980211-27
5980211,2018-08-21,5980211-3
5980211,2018-08-23,5980211-18
5980211,2018-08-24,5980211-30
5980211,2018-08-26,5980211-45
5980211,2018-09-04,5980211-40
5980211,2018-09-15,5980211-6
5980211,2018-01-04,5980211-9
5980211,2018-01-05,5980211-1
5980211,2018-01-07,5980211-29
5980211,2018-10-02,5980211-41
5980211,2018-10-03,5980211-49
5980211,2018-01-24,5980211-16
5980211,2018-10-09,5980211-44
5980211,2018-02-02,5980211-13
5980211,2018-10-18,5980211-24
5980211,2018-02-06,5980211-33
5980211,2018-02-09,5980211-25
5980211,2018-02-11,5980211-26
5980211,2018-02-11,5980211-15
5980211,2018-10-27,5980211-34
5980211,2018-02-20,5980211-23
5980211,2018-11-05,5980211-47
5980211,2018-02-26,5980211-38
5980211,2018-03-01,5980211-20
5980211,2018-03-03,5980211-28
5980211,2018-03-04,5980211-4
5980211,2018-11-16,5980211-11
5980211,2018-03-08,5980211-19
5980211,2018-11-19,5980211-7
5980211,2018-11-20,5980211-37
5980211,2018-11-22,5980211-42
5980211,2018-03-21,5980211-2
5980211,2018-12-02,5980211-36
5980211,2018-03-26,5980211-46
5980211,2018-04-10,5980211-50
5980211,2018-04-17,5980211-5
5980211,2018-04-21,5980211-8
5980211,2018-05-05,5980211-14
942899,2018-05-17,942899-25
942899,2018-06-01,942899-28
942899,2018-06-13,942899-15
942899,2018-06-15,942899-43
942899,2018-06-15,942899-21
942899,2018-06-17,942899-48
942899,2018-07-05,942899-38
942899,2018-07-12,942899-32
942899,2018-07-13,942899-5
942899,2018-07-15,942899-31
942899,2018-07-17,942899-27
942899,2018-08-07,942899-12
942899,2018-08-09,942899-19
942899,2018-08-10,942899-6
942899,2018-08-21,942899-8
942899,2018-08-24,942899-37
942899,2018-08-25,942899-16
942899,2018-01-07,942899-36
942899,2018-09-21,942899-20
942899,2018-01-14,942899-23
942899,2018-01-15,942899-10
942899,2018-01-16,942899-17
942899,2018-01-16,942899-29
942899,2018-10-02,942899-30
942899,2018-10-09,942899-26
942899,2018-01-28,942899-7
942899,2018-10-13,942899-24
942899,2018-10-16,942899-34
942899,2018-02-03,942899-50
942899,2018-10-18,942899-2
942899,2018-02-06,942899-49
942899,2018-02-06,942899-1
942899,2018-11-02,942899-18
942899,2018-11-09,942899-14
942899,2018-03-04,942899-3
942899,2018-03-10,942899-33
942899,2018-11-26,942899-11
942899,2018-03-16,942899-35
942899,2018-03-18,942899-44
942899,2018-03-18,942899-40
942899,2018-03-26,942899-4
942899,2018-03-27,942899-47
942899,2018-03-27,942899-39
942899,2018-12-21,942899-13
942899,2018-12-22,942899-22
942899,2018-04-12,942899-9
942899,2018-12-24,942899-45
942899,2018-12-24,942899-46
942899,2018-04-17,942899-42
942899,2018-05-02,942899-41
6080051,2018-05-17,6080051-18
6080051,2018-05-20,6080051-11
6080051,2018-05-22,6080051-47
6080051,2018-06-01,6080051-44
6080051,2018-06-05,6080051-7
6080051,2018-06-06,6080051-8
6080051,2018-06-11,6080051-32
6080051,2018-06-22,6080051-12
6080051,2018-07-02,6080051-10
6080051,2018-07-09,6080051-4
6080051,2018-07-10,6080051-38
6080051,2018-07-13,6080051-2
6080051,2018-07-19,6080051-6
6080051,2018-07-20,6080051-40
6080051,2018-08-11,6080051-50
6080051,2018-08-15,6080051-30
6080051,2018-08-22,6080051-41
6080051,2018-09-04,6080051-27
6080051,2018-09-04,6080051-13
6080051,2018-09-07,6080051-45
6080051,2018-09-09,6080051-3
6080051,2018-09-21,6080051-26
6080051,2018-09-27,6080051-17
6080051,2018-10-08,6080051-22
6080051,2018-02-01,6080051-49
6080051,2018-10-22,6080051-20
6080051,2018-02-11,6080051-37
6080051,2018-02-12,6080051-31
6080051,2018-10-26,6080051-16
6080051,2018-10-26,6080051-29
6080051,2018-02-14,6080051-39
6080051,2018-10-28,6080051-19
6080051,2018-11-01,6080051-24
6080051,2018-02-24,6080051-5
6080051,2018-02-26,6080051-48
6080051,2018-11-09,6080051-36
6080051,2018-03-16,6080051-34
6080051,2018-03-17,6080051-33
6080051,2018-03-20,6080051-43
6080051,2018-03-25,6080051-23
6080051,2018-12-12,6080051-21
6080051,2018-12-15,6080051-9
6080051,2018-04-04,6080051-14
6080051,2018-04-05,6080051-35
6080051,2018-04-05,6080051-28
6080051,2018-12-17,6080051-1
6080051,2018-04-09,6080051-25
6080051,2018-04-26,6080051-46
6080051,2018-05-08,6080051-15
6080051,2018-05-10,6080051-42
137780,2018-06-20,137780-42
137780,2018-06-21,137780-2
137780,2018-06-22,137780-29
137780,2018-07-07,137780-43
137780,2018-07-11,137780-45
137780,2018-07-19,137780-9
137780,2018-07-21,137780-11
137780,2018-07-28,137780-12
137780,2018-08-01,137780-37
137780,2018-08-06,137780-17
137780,2018-08-06,137780-16
137780,2018-08-10,137780-47
137780,2018-08-13,137780-3
137780,2018-08-14,137780-25
137780,2018-08-20,137780-1
137780,2018-09-14,137780-36
137780,2018-01-10,137780-24
137780,2018-01-18,137780-44
137780,2018-10-10,137780-30
137780,2018-10-12,137780-21
137780,2018-10-14,137780-40
137780,2018-02-01,137780-33
137780,2018-10-18,137780-31
137780,2018-02-08,137780-19
137780,2018-11-04,137780-14
137780,2018-11-07,137780-26
137780,2018-11-07,137780-20
137780,2018-02-25,137780-34
137780,2018-11-09,137780-50
137780,2018-11-10,137780-4
137780,2018-03-01,137780-6
137780,2018-11-15,137780-22
137780,2018-03-07,137780-28
137780,2018-03-07,137780-32
137780,2018-03-08,137780-10
137780,2018-03-10,137780-39
137780,2018-03-13,137780-35
137780,2018-03-17,137780-7
137780,2018-03-18,137780-38
137780,2018-03-21,137780-49
137780,2018-12-06,137780-23
137780,2018-03-27,137780-27
137780,2018-03-27,137780-13
137780,2018-12-15,137780-18
137780,2018-04-07,137780-46
137780,2018-04-13,137780-48
137780,2018-04-14,137780-41
137780,2018-04-27,137780-5
137780,2018-05-12,137780-15
137780,2018-05-12,137780-8
3807541,2018-05-24,3807541-8
3807541,2018-05-26,3807541-44
3807541,2018-05-28,3807541-20
3807541,2018-06-04,3807541-9
3807541,2018-06-05,3807541-19
3807541,2018-06-07,3807541-49
3807541,2018-06-17,3807541-23
3807541,2018-06-22,3807541-2
3807541,2018-06-24,3807541-3
3807541,2018-06-25,3807541-39
3807541,2018-07-12,3807541-27
3807541,2018-07-14,3807541-7
3807541,2018-08-05,3807541-12
3807541,2018-08-09,3807541-47
3807541,2018-08-28,3807541-1
3807541,2018-09-03,3807541-37
3807541,2018-01-02,3807541-32
3807541,2018-01-05,3807541-33
3807541,2018-01-06,3807541-26
3807541,2018-09-23,3807541-50
3807541,2018-09-25,3807541-46
3807541,2018-09-26,3807541-48
3807541,2018-01-15,3807541-41
3807541,2018-01-16,3807541-30
3807541,2018-01-17,3807541-18
3807541,2018-10-05,3807541-38
3807541,2018-10-11,3807541-35
3807541,2018-10-12,3807541-29
3807541,2018-02-01,3807541-17
3807541,2018-10-18,3807541-42
3807541,2018-02-06,3807541-6
3807541,2018-02-12,3807541-5
3807541,2018-02-13,3807541-16
3807541,2018-11-02,3807541-34
3807541,2018-02-22,3807541-43
3807541,2018-11-06,3807541-13
3807541,2018-11-09,3807541-15
3807541,2018-11-11,3807541-4
3807541,2018-11-11,3807541-36
3807541,2018-03-06,3807541-31
3807541,2018-03-12,3807541-10
3807541,2018-03-14,3807541-40
3807541,2018-03-18,3807541-24
3807541,2018-12-06,3807541-21
3807541,2018-12-14,3807541-25
3807541,2018-04-04,3807541-45
3807541,2018-04-23,3807541-28
3807541,2018-04-23,3807541-11
3807541,2018-04-26,3807541-22
