FL_DATE,UNIQUE_CARRIER,AIRLINE_ID,CARRIER,FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,DISTANCE
2015-01-01,AA,19805,AA,112,11292,1129202,30325,DEN,13303,1330303,32467,MIA,1015,1017,2.00,19.00,1036,1555,11.00,1559,1606,7.00,0.00,,0.00,1709.00
2015-01-01,AA,19805,AA,113,13303,1330303,32467,MIA,11292,1129202,30325,DEN,2115,2115,0.00,21.00,2136,2331,13.00,2344,2344,0.00,0.00,,0.00,1709.00
2015-01-01,AA,19805,AA,115,12892,1289203,32575,LAX,13303,1330303,32467,MIA,0105,0103,-2.00,14.00,0117,0832,7.00,0851,0839,-12.00,0.00,,0.00,2342.00
2015-01-01,AA,19805,AA,188,11298,1129803,30194,DFW,14635,1463502,31714,RSW,1355,1441,46.00,16.00,1457,1803,4.00,1720,1807,47.00,0.00,,0.00,1017.00
2015-01-01,AA,19805,AA,188,14635,1463502,31714,RSW,11298,1129803,30194,DFW,1805,1952,107.00,12.00,2004,2128,15.00,2000,2143,103.00,0.00,,0.00,1017.00
2015-01-01,AA,19805,AA,189,11298,1129803,30194,DFW,14831,1483103,32457,SJC,1250,1335,45.00,20.00,1355,1507,3.00,1430,1510,40.00,0.00,,0.00,1438.00
2015-01-01,AA,19805,AA,189,14831,1483103,32457,SJC,11298,1129803,30194,DFW,1515,1553,38.00,11.00,1604,2112,13.00,2040,2125,45.00,0.00,,0.00,1438.00
2015-01-01,AA,19805,AA,190,12478,1247802,31703,JFK,13930,1393003,30977,ORD,0800,0801,1.00,17.00,0818,0931,26.00,0955,0957,2.00,0.00,,0.00,740.00
2015-01-01,AA,19805,AA,192,12892,1289203,32575,LAX,10721,1072102,30721,BOS,2150,2150,0.00,12.00,2202,0536,5.00,0610,0541,-29.00,0.00,,0.00,2611.00
2015-01-01,AA,19805,AA,193,10721,1072102,30721,BOS,12478,1247802,31703,JFK,1440,1442,2.00,26.00,1508,1556,5.00,1600,1601,1.00,0.00,,0.00,187.00
2015-01-01,AA,19805,AA,193,12478,1247802,31703,JFK,10721,1072102,30721,BOS,1255,1306,11.00,16.00,1322,1400,6.00,1355,1406,11.00,0.00,,0.00,187.00
2015-01-01,AA,19805,AA,194,10397,1039705,30397,ATL,11298,1129803,30194,DFW,1525,1534,9.00,14.00,1548,1651,12.00,1650,1703,13.00,0.00,,0.00,731.00
2015-01-01,AA,19805,AA,194,11298,1129803,30194,DFW,10397,1039705,30397,ATL,1150,,,,,,,1445,,,1.00,B,0.00,731.00
2015-01-01,AA,19805,AA,195,12892,1289203,32575,LAX,12264,1226402,30852,IAD,2305,2350,45.00,20.00,0010,0721,8.00,0650,0729,39.00,0.00,,0.00,2288.00
2015-01-01,AA,19805,AA,196,13303,1330303,32467,MIA,14100,1410002,34100,PHL,0600,0604,4.00,18.00,0622,0850,8.00,0844,0858,14.00,0.00,,0.00,1013.00
2015-01-01,AA,19805,AA,197,13930,1393003,30977,ORD,14771,1477101,32457,SFO,1355,1400,5.00,15.00,1415,1606,5.00,1635,1611,-24.00,0.00,,0.00,1846.00
2015-01-01,AA,19805,AA,197,14771,1477101,32457,SFO,13930,1393003,30977,ORD,1725,1721,-4.00,25.00,1746,2328,5.00,2335,2333,-2.00,0.00,,0.00,1846.00
2015-01-01,AA,19805,AA,198,13930,1393003,30977,ORD,12478,1247802,31703,JFK,1255,1252,-3.00,12.00,1304,1539,5.00,1605,1544,-21.00,0.00,,0.00,740.00
2015-01-01,AA,19805,AA,199,12478,1247802,31703,JFK,13930,1393003,30977,ORD,1710,1714,4.00,20.00,1734,1855,17.00,1910,1912,2.00,0.00,,0.00,740.00
2015-01-01,AA,19805,AA,200,11298,1129803,30194,DFW,14683,1468303,33214,SAT,1315,1326,11.00,13.00,1339,1429,3.00,1425,1432,7.00,0.00,,0.00,247.00
2015-01-01,AA,19805,AA,200,14683,1468303,33214,SAT,11298,1129803,30194,DFW,1505,1506,1.00,10.00,1516,1602,23.00,1615,1625,10.00,0.00,,0.00,247.00
2015-01-01,AA,19805,AA,201,10721,1072102,30721,BOS,12892,1289203,32575,LAX,0700,0653,-7.00,16.00,0709,1039,6.00,1035,1045,10.00,0.00,,0.00,2611.00
2015-01-01,AA,19805,AA,202,12892,1289203,32575,LAX,10721,1072102,30721,BOS,1245,1245,0.00,15.00,1300,2035,6.00,2100,2041,-19.00,0.00,,0.00,2611.00
2015-01-01,AA,19805,AA,204,12889,1288903,32211,LAS,13303,1330303,32467,MIA,1100,1054,-6.00,15.00,1109,1808,33.00,1838,1841,3.00,0.00,,0.00,2174.00
2015-01-01,AA,19805,AA,204,13303,1330303,32467,MIA,12889,1288903,32211,LAS,0700,0657,-3.00,20.00,0717,0925,9.00,0928,0934,6.00,0.00,,0.00,2174.00
2015-01-01,AA,19805,AA,205,13204,1320402,31454,MCO,12892,1289203,32575,LAX,2015,2043,28.00,11.00,2054,2249,31.00,2250,2320,30.00,0.00,,0.00,2218.00
2015-01-01,AA,19805,AA,206,11298,1129803,30194,DFW,13303,1330303,32467,MIA,0800,0903,63.00,40.00,0943,1254,9.00,1145,1303,78.00,0.00,,0.00,1121.00
2015-01-01,AA,19805,AA,142,12173,1217302,32134,HNL,12892,1289203,32575,LAX,2315,2314,-1.00,18.00,2332,0610,7.00,0640,0617,-23.00,0.00,,0.00,2556.00
2015-01-01,AA,19805,AA,143,13303,1330303,32467,MIA,12892,1289203,32575,LAX,1900,1857,-3.00,18.00,1915,2127,43.00,2155,2210,15.00,0.00,,0.00,2342.00
2015-01-01,AA,19805,AA,144,11298,1129803,30194,DFW,14027,1402702,34027,PBI,0915,0912,-3.00,17.00,0929,1241,4.00,1250,1245,-5.00,0.00,,0.00,1102.00
2015-01-01,AA,19805,AA,144,14027,1402702,34027,PBI,11298,1129803,30194,DFW,1335,1329,-6.00,11.00,1340,1523,15.00,1545,1538,-7.00,0.00,,0.00,1102.00
2015-01-01,AA,19805,AA,145,13303,1330303,32467,MIA,14679,1467903,33570,SAN,2005,2004,-1.00,20.00,2024,2229,9.00,2244,2238,-6.00,0.00,,0.00,2267.00
2015-01-01,AA,19805,AA,146,13303,1330303,32467,MIA,10721,1072102,30721,BOS,2100,2052,-8.00,13.00,2105,2344,8.00,0005,2352,-13.00,0.00,,0.00,1258.00
2015-01-01,AA,19805,AA,147,11298,1129803,30194,DFW,14869,1486903,34614,SLC,2105,2152,47.00,15.00,2207,2327,6.00,2255,2333,38.00,0.00,,0.00,989.00
2015-01-01,AA,19805,AA,148,11057,1105703,31057,CLT,13303,1330303,32467,MIA,0930,0925,-5.00,23.00,0948,1120,4.00,1141,1124,-17.00,0.00,,0.00,650.00
2015-01-01,AA,19805,AA,148,13303,1330303,32467,MIA,11057,1105703,31057,CLT,0630,0624,-6.00,15.00,0639,0815,9.00,0835,0824,-11.00,0.00,,0.00,650.00
2015-01-01,AA,19805,AA,149,13930,1393003,30977,ORD,12478,1247802,31703,JFK,1955,1952,-3.00,15.00,2007,2238,12.00,2305,2250,-15.00,0.00,,0.00,740.00
2015-01-01,AA,19805,AA,150,11298,1129803,30194,DFW,13495,1349503,33495,MSY,1150,,,,,,,1310,,,1.00,B,0.00,447.00
2015-01-01,AA,19805,AA,150,13495,1349503,33495,MSY,11298,1129803,30194,DFW,1350,1345,-5.00,10.00,1355,1507,9.00,1530,1516,-14.00,0.00,,0.00,447.00
2015-01-01,AA,19805,AA,151,11292,1129202,30325,DEN,13930,1393003,30977,ORD,1815,1848,33.00,33.00,1921,2208,7.00,2135,2215,40.00,0.00,,0.00,888.00
2015-01-01,AA,19805,AA,299,13303,1330303,32467,MIA,11292,1129202,30325,DEN,0655,0659,4.00,15.00,0714,0916,7.00,0922,0923,1.00,0.00,,0.00,1709.00
2015-01-01,AA,19805,AA,300,15376,1537602,30436,TUS,13930,1393003,30977,ORD,0815,0814,-1.00,24.00,0838,1213,9.00,1235,1222,-13.00,0.00,,0.00,1437.00
2015-01-01,AA,19805,AA,301,11298,1129803,30194,DFW,15376,1537602,30436,TUS,1955,1958,3.00,12.00,2010,2107,12.00,2120,2119,-1.00,0.00,,0.00,813.00
2015-01-01,AA,19805,AA,302,11292,1129202,30325,DEN,13930,1393003,30977,ORD,1305,1309,4.00,25.00,1334,1621,16.00,1630,1637,7.00,0.00,,0.00,888.00
2015-01-01,AA,19805,AA,302,13930,1393003,30977,ORD,11292,1129202,30325,DEN,1050,1048,-2.00,14.00,1102,1207,8.00,1220,1215,-5.00,0.00,,0.00,888.00
2015-01-01,AA,19805,AA,303,13303,1330303,32467,MIA,14107,1410702,30466,PHX,1400,1404,4.00,15.00,1419,1659,4.00,1715,1703,-12.00,0.00,,0.00,1972.00
2015-01-01,AA,19805,AA,304,14869,1486903,34614,SLC,11298,1129803,30194,DFW,0600,0601,1.00,33.00,0634,0951,11.00,0950,1002,12.00,0.00,,0.00,989.00
2015-01-01,AA,19805,AA,305,13303,1330303,32467,MIA,14771,1477101,32457,SFO,1420,1620,120.00,11.00,1631,1910,5.00,1739,1915,96.00,0.00,,0.00,2585.00
2015-01-01,AA,19805,AA,306,12892,1289203,32575,LAX,13303,1330303,32467,MIA,0800,0759,-1.00,13.00,0812,1529,10.00,1552,1539,-13.00,0.00,,0.00,2342.00
2015-01-01,AA,19805,AA,309,10693,1069302,30693,BNA,11298,1129803,30194,DFW,0920,0915,-5.00,12.00,0927,1127,5.00,1130,1132,2.00,0.00,,0.00,631.00
2015-01-01,AA,19805,AA,309,11298,1129803,30194,DFW,10693,1069302,30693,BNA,0700,0652,-8.00,31.00,0723,0837,7.00,0840,0844,4.00,0.00,,0.00,631.00
2015-01-01,AA,19805,AA,310,13256,1325602,33256,MFE,11298,1129803,30194,DFW,0605,,,,,,,0740,,,1.00,B,0.00,469.00
2015-01-01,AA,19805,AA,312,13303,1330303,32467,MIA,12478,1247802,31703,JFK,2000,1957,-3.00,18.00,2015,2243,8.00,2255,2251,-4.00,0.00,,0.00,1089.00
2015-01-01,AA,19805,AA,313,11292,1129202,30325,DEN,11298,1129803,30194,DFW,1210,1205,-5.00,18.00,1223,1500,31.00,1505,1531,26.00,0.00,,0.00,641.00
2015-01-01,AA,19805,AA,313,11298,1129803,30194,DFW,11292,1129202,30325,DEN,1025,1023,-2.00,14.00,1037,1110,9.00,1130,1119,-11.00,0.00,,0.00,641.00
2015-01-01,AA,19805,AA,314,10397,1039705,30397,ATL,11298,1129803,30194,DFW,1155,1210,15.00,16.00,1226,1323,16.00,1325,1339,14.00,0.00,,0.00,731.00
2015-01-01,AA,19805,AA,314,11298,1129803,30194,DFW,10397,1039705,30397,ATL,0815,0808,-7.00,43.00,0851,1121,6.00,1115,1127,12.00,0.00,,0.00,731.00
2015-01-01,AA,19805,AA,315,12953,1295302,31703,LGA,13930,1393003,30977,ORD,0700,0658,-2.00,16.00,0714,0830,13.00,0845,0843,-2.00,0.00,,0.00,733.00
2015-01-01,AA,19805,AA,316,11292,1129202,30325,DEN,11298,1129803,30194,DFW,1320,1328,8.00,29.00,1357,1630,11.00,1615,1641,26.00,0.00,,0.00,641.00
2015-01-01,AA,19805,AA,316,11298,1129803,30194,DFW,11292,1129202,30325,DEN,1140,1146,6.00,29.00,1215,1242,4.00,1240,1246,6.00,0.00,,0.00,641.00
2015-01-01,AA,19805,AA,317,12953,1295302,31703,LGA,13930,1393003,30977,ORD,0845,0841,-4.00,16.00,0857,1011,11.00,1030,1022,-8.00,0.00,,0.00,733.00
2015-01-01,AA,19805,AA,320,11298,1129803,30194,DFW,11618,1161802,31703,EWR,0950,1014,24.00,13.00,1027,1403,8.00,1405,1411,6.00,0.00,,0.00,1372.00
2015-01-01,AA,19805,AA,320,11618,1161802,31703,EWR,11298,1129803,30194,DFW,1445,1450,5.00,16.00,1506,1748,13.00,1750,1801,11.00,0.00,,0.00,1372.00
2015-01-01,AA,19805,AA,322,11278,1127802,30852,DCA,13930,1393003,30977,ORD,1510,1536,26.00,9.00,1545,1631,7.00,1625,1638,13.00,0.00,,0.00,612.00
2015-01-01,AA,19805,AA,322,13930,1393003,30977,ORD,11278,1127802,30852,DCA,1140,1138,-2.00,13.00,1151,1404,7.00,1420,1411,-9.00,0.00,,0.00,612.00
2015-01-01,AA,19805,AA,323,11298,1129803,30194,DFW,15016,1501603,31123,STL,0645,,,,,,,0820,,,1.00,B,0.00,550.00
2015-01-01,AA,19805,AA,323,15016,1501603,31123,STL,11298,1129803,30194,DFW,0900,,,,,,,1055,,,1.00,B,0.00,550.00
2015-01-01,AA,19805,AA,324,11298,1129803,30194,DFW,13204,1320402,31454,MCO,1105,,,,,,,1430,,,1.00,B,0.00,985.00
2015-01-01,AA,19805,AA,324,13204,1320402,31454,MCO,11298,1129803,30194,DFW,1515,1512,-3.00,14.00,1526,1656,19.00,1710,1715,5.00,0.00,,0.00,985.00
2015-01-01,AA,19805,AA,325,12953,1295302,31703,LGA,13930,1393003,30977,ORD,0945,0933,-12.00,23.00,0956,1112,9.00,1125,1121,-4.00,0.00,,0.00,733.00
2015-01-01,AA,19805,AA,326,11298,1129803,30194,DFW,15016,1501603,31123,STL,0950,,,,,,,1125,,,1.00,B,0.00,550.00
2015-01-01,AA,19805,AA,326,15016,1501603,31123,STL,11298,1129803,30194,DFW,1205,,,,,,,1400,,,1.00,A,0.00,550.00
2015-01-01,AA,19805,AA,386,12451,1245102,31136,JAX,11298,1129803,30194,DFW,1825,2026,121.00,13.00,2039,2155,10.00,2015,2205,110.00,0.00,,0.00,918.00
2015-01-01,AA,19805,AA,387,10423,1042302,30423,AUS,12892,1289203,32575,LAX,1220,,,,,,,1340,,,1.00,A,0.00,1242.00
2015-01-01,AA,19805,AA,387,12892,1289203,32575,LAX,10423,1042302,30423,AUS,0625,,,,,,,1120,,,1.00,A,0.00,1242.00
2015-01-01,AA,19805,AA,390,13930,1393003,30977,ORD,14492,1449202,34492,RDU,1455,1451,-4.00,11.00,1502,1721,3.00,1740,1724,-16.00,0.00,,0.00,646.00
2015-01-01,AA,19805,AA,390,14492,1449202,34492,RDU,13930,1393003,30977,ORD,1825,1813,-12.00,15.00,1828,1921,17.00,1940,1938,-2.00,0.00,,0.00,646.00
2015-01-01,AA,19805,AA,395,13930,1393003,30977,ORD,14843,1484304,34819,SJU,0830,1409,339.00,14.00,1423,2006,4.00,1500,2010,310.00,0.00,,0.00,2072.00
2015-01-01,AA,19805,AA,172,12892,1289203,32575,LAX,12478,1247802,31703,JFK,1015,1007,-8.00,12.00,1019,1754,11.00,1845,1805,-40.00,0.00,,0.00,2475.00
2015-01-01,AA,19805,AA,175,11278,1127802,30852,DCA,11298,1129803,30194,DFW,0600,,,,,,,0835,,,1.00,B,0.00,1192.00
2015-01-01,AA,19805,AA,176,11298,1129803,30194,DFW,11278,1127802,30852,DCA,1020,1022,2.00,29.00,1051,1358,7.00,1400,1405,5.00,0.00,,0.00,1192.00
2015-01-01,AA,19805,AA,177,12478,1247802,31703,JFK,14771,1477101,32457,SFO,1800,1754,-6.00,19.00,1813,2142,4.00,2145,2146,1.00,0.00,,0.00,2586.00
2015-01-01,AA,19805,AA,178,11278,1127802,30852,DCA,11298,1129803,30194,DFW,1600,1646,46.00,12.00,1658,1922,11.00,1835,1933,58.00,0.00,,0.00,1192.00
2015-01-01,AA,19805,AA,178,11298,1129803,30194,DFW,11278,1127802,30852,DCA,1130,1241,71.00,9.00,1250,1554,4.00,1510,1558,48.00,0.00,,0.00,1192.00
2015-01-01,AA,19805,AA,179,12478,1247802,31703,JFK,14771,1477101,32457,SFO,1030,1024,-6.00,18.00,1042,1347,5.00,1405,1352,-13.00,0.00,,0.00,2586.00
2015-01-01,AA,19805,AA,180,12892,1289203,32575,LAX,12478,1247802,31703,JFK,1645,1645,0.00,14.00,1659,0029,9.00,0100,0038,-22.00,0.00,,0.00,2475.00
2015-01-01,AA,19805,AA,181,12478,1247802,31703,JFK,12892,1289203,32575,LAX,1730,1724,-6.00,23.00,1747,2053,6.00,2055,2059,4.00,0.00,,0.00,2475.00
2015-01-01,AA,19805,AA,182,12892,1289203,32575,LAX,12889,1288903,32211,LAS,1645,1639,-6.00,16.00,1655,1742,11.00,1755,1753,-2.00,0.00,,0.00,236.00
2015-01-01,AA,19805,AA,183,12889,1288903,32211,LAS,12892,1289203,32575,LAX,0735,0726,-9.00,20.00,0746,0830,26.00,0850,0856,6.00,0.00,,0.00,236.00
2015-01-01,AA,19805,AA,184,11298,1129803,30194,DFW,14771,1477101,32457,SFO,1025,,,,,,,1210,,,1.00,B,0.00,1464.00
2015-01-01,AA,19805,AA,184,14771,1477101,32457,SFO,11298,1129803,30194,DFW,1310,1413,63.00,15.00,1428,1931,10.00,1840,1941,61.00,0.00,,0.00,1464.00
2015-01-01,AA,19805,AA,185,12478,1247802,31703,JFK,12892,1289203,32575,LAX,2045,2040,-5.00,29.00,2109,0024,26.00,0010,0050,40.00,0.00,,0.00,2475.00
2015-01-01,AA,19805,AA,186,13930,1393003,30977,ORD,10721,1072102,30721,BOS,1150,1145,-5.00,10.00,1155,1427,4.00,1455,1431,-24.00,0.00,,0.00,867.00
2015-01-01,AA,19805,AA,259,12889,1288903,32211,LAS,13303,1330303,32467,MIA,2200,2159,-1.00,11.00,2210,0522,11.00,0529,0533,4.00,0.00,,0.00,2174.00
2015-01-01,AA,19805,AA,260,11298,1129803,30194,DFW,13342,1334205,33342,MKE,1445,1525,40.00,12.00,1537,1718,9.00,1700,1727,27.00,0.00,,0.00,853.00
2015-01-01,AA,19805,AA,260,13342,1334205,33342,MKE,11298,1129803,30194,DFW,1740,1805,25.00,31.00,1836,2058,9.00,2025,2107,42.00,0.00,,0.00,853.00
2015-01-01,AA,19805,AA,262,11298,1129803,30194,DFW,14635,1463502,31714,RSW,0925,,,,,,,1250,,,1.00,B,0.00,1017.00
2015-01-01,AA,19805,AA,262,14635,1463502,31714,RSW,11298,1129803,30194,DFW,1335,1329,-6.00,10.00,1339,1511,11.00,1535,1522,-13.00,0.00,,0.00,1017.00
2015-01-01,AA,19805,AA,263,13204,1320402,31454,MCO,12892,1289203,32575,LAX,1635,1628,-7.00,15.00,1643,1830,8.00,1910,1838,-32.00,0.00,,0.00,2218.00
2015-01-01,AA,19805,AA,265,12892,1289203,32575,LAX,12982,1298202,32982,LIH,0915,0914,-1.00,14.00,0928,1323,4.00,1325,1327,2.00,0.00,,0.00,2615.00
2015-01-01,AA,19805,AA,266,12982,1298202,32982,LIH,12892,1289203,32575,LAX,1455,1504,9.00,9.00,1513,2212,17.00,2225,2229,4.00,0.00,,0.00,2615.00
2015-01-01,AA,19805,AA,267,12892,1289203,32575,LAX,12173,1217302,32134,HNL,1845,1841,-4.00,13.00,1854,2228,7.00,2250,2235,-15.00,0.00,,0.00,2556.00
2015-01-01,AA,19805,AA,268,11298,1129803,30194,DFW,14831,1483103,32457,SJC,2120,2140,20.00,14.00,2154,2308,4.00,2300,2312,12.00,0.00,,0.00,1438.00
2015-01-01,AA,19805,AA,269,14831,1483103,32457,SJC,11298,1129803,30194,DFW,0620,,,,,,,1155,,,1.00,B,0.00,1438.00
2015-01-01,AA,19805,AA,270,12173,1217302,32134,HNL,12892,1289203,32575,LAX,0825,0816,-9.00,21.00,0837,1515,25.00,1555,1540,-15.00,0.00,,0.00,2556.00
2015-01-01,AA,19805,AA,271,12892,1289203,32575,LAX,13830,1383002,33830,OGG,1105,1101,-4.00,13.00,1114,1440,25.00,1457,1505,8.00,0.00,,0.00,2486.00
2015-01-01,AA,19805,AA,272,14771,1477101,32457,SFO,13303,1330303,32467,MIA,2350,0119,89.00,16.00,0135,0932,9.00,0805,0941,96.00,0.00,,0.00,2585.00
2015-01-01,AA,19805,AA,275,13204,1320402,31454,MCO,13303,1330303,32467,MIA,0830,0828,-2.00,11.00,0839,0918,7.00,0937,0925,-12.00,0.00,,0.00,192.00
2015-01-01,AA,19805,AA,276,10397,1039705,30397,ATL,11298,1129803,30194,DFW,2015,2029,14.00,71.00,2140,2232,6.00,2140,2238,58.00,0.00,,0.00,731.00
2015-01-01,AA,19805,AA,276,11298,1129803,30194,DFW,10397,1039705,30397,ATL,1630,1635,5.00,30.00,1705,1944,7.00,1935,1951,16.00,0.00,,0.00,731.00
2015-01-01,AA,19805,AA,277,11298,1129803,30194,DFW,13198,1319801,33198,MCI,1300,1313,13.00,13.00,1326,1430,3.00,1430,1433,3.00,0.00,,0.00,460.00
2015-01-01,AA,19805,AA,277,13198,1319801,33198,MCI,11298,1129803,30194,DFW,1510,1515,5.00,21.00,1536,1702,4.00,1650,1706,16.00,0.00,,0.00,460.00
2015-01-01,AA,19805,AA,278,13930,1393003,30977,ORD,14107,1410702,30466,PHX,1205,1230,25.00,15.00,1245,1510,7.00,1500,1517,17.00,0.00,,0.00,1440.00
2015-01-01,AA,19805,AA,278,14107,1410702,30466,PHX,13930,1393003,30977,ORD,1550,1627,37.00,19.00,1646,2025,9.00,2010,2034,24.00,0.00,,0.00,1440.00
2015-01-01,AA,19805,AA,279,14107,1410702,30466,PHX,13303,1330303,32467,MIA,1811,1803,-8.00,27.00,1830,0018,9.00,0015,0027,12.00,0.00,,0.00,1972.00
2015-01-01,AA,19805,AA,280,11298,1129803,30194,DFW,13303,1330303,32467,MIA,1855,1959,64.00,14.00,2013,2327,3.00,2233,2330,57.00,0.00,,0.00,1121.00
2015-01-01,AA,19805,AA,281,13303,1330303,32467,MIA,11298,1129803,30194,DFW,0600,0559,-1.00,14.00,0613,0759,14.00,0814,0813,-1.00,0.00,,0.00,1121.00
2015-01-01,AA,19805,AA,283,12892,1289203,32575,LAX,12173,1217302,32134,HNL,1030,1025,-5.00,17.00,1042,1440,15.00,1435,1455,20.00,0.00,,0.00,2556.00
2015-01-01,AA,19805,AA,284,12173,1217302,32134,HNL,12892,1289203,32575,LAX,1605,1606,1.00,12.00,1618,2305,35.00,2335,2340,5.00,0.00,,0.00,2556.00
2015-01-01,AA,19805,AA,285,12892,1289203,32575,LAX,12982,1298202,32982,LIH,1725,1720,-5.00,19.00,1739,2141,6.00,2130,2147,17.00,0.00,,0.00,2615.00
2015-01-01,AA,19805,AA,286,12982,1298202,32982,LIH,12892,1289203,32575,LAX,2300,2322,22.00,11.00,2333,0612,11.00,0625,0623,-2.00,0.00,,0.00,2615.00
2015-01-01,AA,19805,AA,287,13303,1330303,32467,MIA,12892,1289203,32575,LAX,1400,1400,0.00,20.00,1420,1632,9.00,1705,1641,-24.00,0.00,,0.00,2342.00
2015-01-01,AA,19805,AA,288,13930,1393003,30977,ORD,10721,1072102,30721,BOS,2005,2001,-4.00,13.00,2014,2250,5.00,2310,2255,-15.00,0.00,,0.00,867.00
2015-01-01,AA,19805,AA,289,10721,1072102,30721,BOS,13930,1393003,30977,ORD,0750,0743,-7.00,17.00,0800,0938,8.00,0950,0946,-4.00,0.00,,0.00,867.00
2015-01-01,AA,19805,AA,290,10423,1042302,30423,AUS,12478,1247802,31703,JFK,1000,,,,,,,1435,,,1.00,A,0.00,1521.00
2015-01-01,AA,19805,AA,291,12478,1247802,31703,JFK,10423,1042302,30423,AUS,1700,,,,,,,2020,,,1.00,A,0.00,1521.00
2015-01-01,AA,19805,AA,293,12478,1247802,31703,JFK,12892,1289203,32575,LAX,1945,1948,3.00,24.00,2012,2319,16.00,2315,2335,20.00,0.00,,0.00,2475.00
2015-01-01,AA,19805,AA,294,11298,1129803,30194,DFW,13931,1393102,33667,ORF,1240,1255,15.00,14.00,1309,1625,3.00,1625,1628,3.00,0.00,,0.00,1212.00
2015-01-01,AA,19805,AA,294,13931,1393102,33667,ORF,11298,1129803,30194,DFW,1710,1705,-5.00,17.00,1722,1946,11.00,1945,1957,12.00,0.00,,0.00,1212.00
2015-01-01,AA,19805,AA,295,13303,1330303,32467,MIA,12892,1289203,32575,LAX,0920,0919,-1.00,13.00,0932,1224,11.00,1218,1235,17.00,0.00,,0.00,2342.00
2015-01-01,AA,19805,AA,296,11298,1129803,30194,DFW,14683,1468303,33214,SAT,1725,1725,0.00,16.00,1741,1835,4.00,1830,1839,9.00,0.00,,0.00,247.00
2015-01-01,AA,19805,AA,296,14683,1468303,33214,SAT,11298,1129803,30194,DFW,1910,1900,-10.00,13.00,1913,1951,27.00,2015,2018,3.00,0.00,,0.00,247.00
2015-01-01,AA,19805,AA,297,12892,1289203,32575,LAX,12173,1217302,32134,HNL,1625,1621,-4.00,22.00,1643,2033,13.00,2025,2046,21.00,0.00,,0.00,2556.00
2015-01-01,AA,19805,AA,298,12173,1217302,32134,HNL,12892,1289203,32575,LAX,2155,2159,4.00,20.00,2219,0502,10.00,0515,0512,-3.00,0.00,,0.00,2556.00
2015-01-01,AA,19805,AA,976,11298,1129803,30194,DFW,12266,1226603,31453,IAH,1140,1144,4.00,16.00,1200,1247,13.00,1245,1300,15.00,0.00,,0.00,224.00
2015-01-01,AA,19805,AA,976,12266,1226603,31453,IAH,11298,1129803,30194,DFW,1335,1339,4.00,12.00,1351,1432,9.00,1445,1441,-4.00,0.00,,0.00,224.00
2015-01-01,AA,19805,AA,978,11109,1110902,30189,COS,11298,1129803,30194,DFW,1730,1741,11.00,16.00,1757,2028,10.00,2020,2038,18.00,0.00,,0.00,592.00
2015-01-01,AA,19805,AA,978,11298,1129803,30194,DFW,11109,1110902,30189,COS,1555,1618,23.00,16.00,1634,1700,9.00,1650,1709,19.00,0.00,,0.00,592.00
2015-01-01,AA,19805,AA,985,13930,1393003,30977,ORD,13303,1330303,32467,MIA,1455,1452,-3.00,15.00,1507,1841,17.00,1900,1858,-2.00,0.00,,0.00,1197.00
2015-01-01,AA,19805,AA,986,13303,1330303,32467,MIA,15024,1502403,34945,STT,1115,1110,-5.00,14.00,1124,1433,4.00,1458,1437,-21.00,0.00,,0.00,1107.00
2015-01-01,AA,19805,AA,986,15024,1502403,34945,STT,13303,1330303,32467,MIA,1605,1554,-11.00,11.00,1605,1747,7.00,1806,1754,-12.00,0.00,,0.00,1107.00
2015-01-01,AA,19805,AA,989,12889,1288903,32211,LAS,13303,1330303,32467,MIA,1500,1638,98.00,36.00,1714,0022,2.00,2230,0024,114.00,0.00,,0.00,2174.00
2015-01-01,AA,19805,AA,994,11298,1129803,30194,DFW,13244,1324402,33244,MEM,2100,2152,52.00,15.00,2207,2307,3.00,2225,2310,45.00,0.00,,0.00,432.00
2015-01-01,AA,19805,AA,207,13303,1330303,32467,MIA,12889,1288903,32211,LAS,1955,2010,15.00,18.00,2028,2222,5.00,2225,2227,2.00,0.00,,0.00,2174.00
2015-01-01,AA,19805,AA,208,12892,1289203,32575,LAX,13303,1330303,32467,MIA,0840,0842,2.00,19.00,0901,1625,2.00,1633,1627,-6.00,0.00,,0.00,2342.00
2015-01-01,AA,19805,AA,209,12892,1289203,32575,LAX,14771,1477101,32457,SFO,1600,1552,-8.00,15.00,1607,1659,4.00,1715,1703,-12.00,0.00,,0.00,337.00
2015-01-01,AA,19805,AA,209,14771,1477101,32457,SFO,12892,1289203,32575,LAX,1805,1919,74.00,15.00,1934,2026,13.00,1925,2039,74.00,0.00,,0.00,337.00
2015-01-01,AA,19805,AA,212,13830,1383002,33830,OGG,12892,1289203,32575,LAX,1627,1651,24.00,13.00,1704,2344,11.00,2335,2355,20.00,0.00,,0.00,2486.00
