"date","close","volume","open","high","low"
"2016/12/22","116.2900","26043820.0000","116.3500","116.5100","115.6400"
"2016/12/21","117.0600","23724430.0000","116.8000","117.4000","116.7800"
"2016/12/20","116.9500","21337310.0000","116.7400","117.5000","116.6800"
"2016/12/19","116.6400","27756760.0000","115.8000","117.3800","115.7500"
"2016/12/16","115.9700","44284660.0000","116.4700","116.5000","115.6450"
"2016/12/15","115.8200","46286150.0000","115.3800","116.7300","115.2300"
"2016/12/14","115.1900","33962370.0000","115.0400","116.2000","114.9800"
"2016/12/13","115.1900","43293350.0000","113.8400","115.9200","113.7500"
"2016/12/12","113.3000","26176690.0000","113.2900","115.0000","112.4900"
"2016/12/09","113.9500","34324350.0000","112.3100","114.7000","112.3100"
"2016/12/08","112.1200","27049830.0000","110.8600","112.4300","110.6000"
"2016/12/07","111.0300","29976030.0000","109.2600","111.1900","109.1600"
"2016/12/06","109.9500","26160560.0000","109.5000","110.3600","109.1900"
"2016/12/05","109.1100","34113880.0000","110.0000","110.0300","108.2500"
"2016/12/02","109.9000","26481320.0000","109.1700","110.0900","108.8500"
"2016/12/01","109.4900","37034520.0000","110.3650","110.9400","109.0300"
"2016/11/30","110.5200","36151450.0000","111.6000","112.2000","110.2700"
"2016/11/29","111.4600","28507780.0000","110.7800","112.0300","110.0700"
"2016/11/28","111.5700","27054320.0000","111.4300","112.4650","111.3900"
"2016/11/25","111.7900","11475920.0000","111.1300","111.8700","110.9500"
"2016/11/23","111.2300","27420550.0000","111.3600","111.5100","110.3300"
"2016/11/22","111.8000","25931710.0000","111.9500","112.4200","111.4000"
"2016/11/21","111.7300","29164190.0000","110.1200","111.9900","110.0100"
"2016/11/18","110.0600","28310840.0000","109.7200","110.5400","109.6600"
"2016/11/17","109.9500","27623150.0000","109.8100","110.3500","108.8300"
"2016/11/16","109.9900","58724080.0000","106.7000","110.2300","106.6000"
"2016/11/15","107.1100","32230590.0000","106.5700","107.6800","106.1593"
"2016/11/14","105.7100","50901380.0000","107.7100","107.8090","104.0800"
"2016/11/11","108.4300","34117030.0000","107.1200","108.8700","106.5500"
"2016/11/10","107.7900","57097740.0000","111.0900","111.0900","105.8300"
"2016/11/09","110.8800","59118740.0000","109.8800","111.3200","108.0500"
"2016/11/08","111.0600","24129630.0000","110.3100","111.7200","109.7000"
"2016/11/07","110.4100","32361930.0000","110.0800","110.5100","109.4600"
"2016/11/04","108.8400","30790930.0000","108.5300","110.2500","108.1100"
"2016/11/03","109.8300","26538700.0000","110.9800","111.4600","109.5500"
"2016/11/02","111.5900","28174980.0000","111.4000","112.3500","111.2300"
"2016/11/01","111.4900","43403760.0000","113.4600","113.7700","110.5300"
"2016/10/31","113.5400","26378910.0000","113.6500","114.2300","113.2000"
"2016/10/28","113.7200","36792100.0000","113.8700","115.2100","113.4500"
"2016/10/27","114.4800","31396130.0000","115.3900","115.8600","114.1000"
"2016/10/26","115.5900","66028640.0000","114.3100","115.7000","113.3100"
"2016/10/25","118.2500","46820600.0000","117.9500","118.3600","117.3100"
"2016/10/24","117.6500","23492650.0000","117.1000","117.7400","117.0000"
"2016/10/21","116.6000","22527690.0000","116.8100","116.9100","116.2800"
"2016/10/20","117.0600","24100150.0000","116.8600","117.3800","116.3300"
"2016/10/19","117.1200","19977160.0000","117.2500","117.7600","113.8000"
"2016/10/18","117.4700","24308210.0000","118.1800","118.2100","117.4500"
"2016/10/17","117.5500","23583810.0000","117.3300","117.8400","116.7800"
"2016/10/14","117.6300","35626020.0000","117.8800","118.1700","117.1300"
"2016/10/13","116.9800","35041820.0000","116.7900","117.4400","115.7200"
"2016/10/12","117.3400","37512930.0000","117.3500","117.9800","116.7500"
"2016/10/11","116.3000","63963010.0000","117.7000","118.6900","116.2000"
"2016/10/10","116.0500","36087910.0000","115.0200","116.7500","114.7200"
"2016/10/07","114.0600","24336440.0000","114.3100","114.5600","113.5100"
"2016/10/06","113.8900","28508710.0000","113.7000","114.3400","113.1300"
"2016/10/05","113.0500","21400410.0000","113.4000","113.6600","112.6900"
"2016/10/04","113.0000","29707270.0000","113.0600","114.3100","112.6300"
"2016/10/03","112.5200","21634520.0000","112.7100","113.0500","112.2800"
"2016/09/30","113.0500","36340670.0000","112.4600","113.3700","111.8000"
"2016/09/29","112.1800","35850010.0000","113.1600","113.8000","111.8000"
"2016/09/28","113.9500","29608390.0000","113.6900","114.6400","113.4300"
"2016/09/27","113.0900","24587490.0000","113.0000","113.1800","112.3400"
"2016/09/26","112.8800","29800240.0000","111.6400","113.3900","111.5500"
"2016/09/23","112.7100","52411070.0000","114.4200","114.7900","111.5500"
"2016/09/22","114.6200","31048170.0000","114.3500","114.9400","114.0000"
"2016/09/21","113.5500","35951900.0000","113.8500","113.9890","112.4410"
"2016/09/20","113.5700","34494150.0000","113.0500","114.1200","112.5100"
"2016/09/19","113.5800","46937190.0000","115.1900","116.1800","113.2500"
"2016/09/16","114.9200","79763890.0000","115.1200","116.1300","114.0400"
"2016/09/15","115.5700","90398170.0000","113.8600","115.7300","113.4900"
"2016/09/14","111.7700","111186900.0000","108.7300","113.0300","108.6000"
"2016/09/13","107.9500","62080160.0000","107.5100","108.7900","107.2400"
"2016/09/12","105.4400","45114590.0000","102.6500","105.7200","102.5300"
"2016/09/09","103.1300","46461610.0000","104.6400","105.7200","103.1300"
"2016/09/08","105.5200","52955310.0000","107.2500","107.2700","105.2400"
"2016/09/07","108.3600","42250480.0000","107.8300","108.7600","107.0700"
"2016/09/06","107.7000","26645130.0000","107.9000","108.3000","107.5100"
"2016/09/02","107.7300","26393770.0000","107.7000","108.0000","106.8200"
"2016/09/01","106.7300","26675250.0000","106.1400","106.8000","105.6200"
"2016/08/31","106.1000","31639010.0000","105.6600","106.5699","105.6400"
"2016/08/30","106.0000","24817940.0000","105.8000","106.5000","105.5000"
"2016/08/29","106.8200","24900130.0000","106.6200","107.4400","106.2900"
"2016/08/26","106.9400","27744300.0000","107.4100","107.9500","106.3100"
"2016/08/25","107.5700","25001730.0000","107.3900","107.8800","106.6800"
"2016/08/24","108.0300","23606240.0000","108.5650","108.7500","107.6800"
"2016/08/23","108.8500","21236850.0000","108.5900","109.3200","108.5300"
"2016/08/22","108.5100","25784420.0000","108.8600","109.1000","107.8500"
"2016/08/19","109.3600","25108890.0000","108.7700","109.6900","108.3600"
"2016/08/18","109.0800","21918340.0000","109.2300","109.6000","109.0200"
"2016/08/17","109.2200","25328680.0000","109.1000","109.3700","108.3400"
"2016/08/16","109.3800","33754680.0000","109.6300","110.2300","109.2100"
"2016/08/15","109.4800","25704330.0000","108.1400","109.5400","108.0800"
"2016/08/12","108.1800","18648700.0000","107.7800","108.4400","107.7800"
"2016/08/11","107.9300","27460070.0000","108.5200","108.9300","107.8500"
"2016/08/10","108.0000","23839880.0000","108.7100","108.9000","107.7600"
"2016/08/09","108.8100","26296260.0000","108.2300","108.9400","108.0100"
"2016/08/08","108.3700","28010430.0000","107.5200","108.3700","107.1600"
"2016/08/05","107.4800","39546610.0000","106.2700","107.6500","106.1800"
"2016/08/04","105.8700","26781730.0000","105.5800","106.0000","105.2800"
"2016/08/03","105.7900","30148360.0000","104.8100","105.8400","104.7700"
"2016/08/02","104.4800","33770220.0000","106.0500","106.0700","104.0000"
"2016/08/01","106.0500","38018910.0000","104.4100","106.1500","104.4100"
"2016/07/29","104.2100","27697970.0000","104.1900","104.5500","103.6800"
"2016/07/28","104.3400","38771840.0000","102.8300","104.4500","102.8200"
"2016/07/27","102.9500","92143920.0000","104.2650","104.3500","102.7500"
"2016/07/26","96.6700","53454620.0000","96.8200","97.9700","96.4200"
"2016/07/25","97.3400","40290580.0000","98.2500","98.8400","96.9200"
"2016/07/22","98.6600","28218240.0000","99.2600","99.3000","98.3100"
"2016/07/21","99.4300","32690080.0000","99.8300","101.0000","99.1300"
"2016/07/20","99.9600","26219110.0000","100.0000","100.4600","99.7350"
"2016/07/19","99.8700","23766360.0000","99.5600","100.0000","99.3400"
"2016/07/18","99.8300","36464530.0000","98.7000","100.1300","98.6000"
"2016/07/15","98.7800","30031410.0000","98.9200","99.3000","98.5000"
"2016/07/14","98.7900","38885980.0000","97.3900","98.9900","97.3200"
"2016/07/13","96.8700","25879680.0000","97.4100","97.6700","96.8400"
"2016/07/12","97.4200","24129530.0000","97.1700","97.7000","97.1200"
"2016/07/11","96.9800","23317990.0000","96.7500","97.6500","96.7300"
"2016/07/08","96.6800","28877500.0000","96.4900","96.8900","96.0500"
"2016/07/07","95.9400","24460850.0000","95.7000","96.5000","95.6200"
"2016/07/06","95.5300","30877540.0000","94.6000","95.6600","94.3700"
"2016/07/05","94.9900","27553750.0000","95.3900","95.4000","94.4600"
"2016/07/01","95.8900","25982080.0000","95.4900","96.4650","95.3300"
"2016/06/30","95.6000","35783320.0000","94.4400","95.7700","94.3000"
"2016/06/29","94.4000","36505420.0000","93.9700","94.5500","93.6300"
"2016/06/28","93.5900","40387960.0000","92.9000","93.6600","92.1400"
"2016/06/27","92.0400","45595680.0000","93.0000","93.0500","91.5000"
"2016/06/24","93.4000","75219710.0000","92.9100","94.6550","92.6500"
"2016/06/23","96.1000","32042290.0000","95.9400","96.2900","95.2500"
"2016/06/22","95.5500","29124140.0000","96.2500","96.8900","95.3500"
"2016/06/21","95.9100","35407050.0000","94.9400","96.3500","94.6760"
"2016/06/20","95.1000","34355970.0000","96.0000","96.5700","95.0300"
"2016/06/17","95.3300","60793260.0000","96.6200","96.6500","95.3000"
"2016/06/16","97.5500","31251870.0000","96.4500","97.7500","96.0700"
"2016/06/15","97.1400","29373050.0000","97.8200","98.4100","97.0300"
"2016/06/14","97.4600","31890740.0000","97.3200","98.4750","96.7500"
"2016/06/13","97.3400","37708360.0000","98.6900","99.1200","97.1000"
"2016/06/10","98.8300","31672220.0000","98.5300","99.3457","98.4800"
"2016/06/09","99.6500","26575570.0000","98.5000","99.9900","98.4600"
"2016/06/08","98.9400","20839950.0000","99.0200","99.5600","98.6800"
"2016/06/07","99.0300","22378380.0000","99.2500","99.8700","98.9600"
"2016/06/06","98.6300","23265200.0000","97.9900","101.8900","97.5500"
"2016/06/03","97.9200","28487570.0000","97.7900","98.2700","97.4500"
"2016/06/02","97.7200","40170200.0000","97.6000","97.8400","96.6300"
"2016/06/01","98.4600","29139100.0000","99.0200","99.5400","98.3300"
"2016/05/31","99.8600","42268040.0000","99.6000","100.4000","98.8200"
"2016/05/27","100.3500","36299460.0000","99.4400","100.4700","99.2450"
"2016/05/26","100.4100","56293490.0000","99.6800","100.7300","98.6400"
"2016/05/25","99.6200","38258300.0000","98.6700","99.7400","98.1100"
"2016/05/24","97.9000","35074380.0000","97.2200","98.0900","96.8400"
"2016/05/23","96.4300","37977020.0000","95.8700","97.1900","95.6700"
"2016/05/20","95.2200","31834020.0000","94.6400","95.4300","94.5200"
"2016/05/19","94.2000","30417880.0000","94.6400","94.6400","93.5700"
"2016/05/18","94.5600","42009830.0000","94.1600","95.2100","93.8900"
"2016/05/17","93.4900","46858910.0000","94.5500","94.7000","93.0100"
"2016/05/16","93.8800","61192340.0000","92.3900","94.3900","91.6500"
"2016/05/13","90.5200","44223040.0000","90.0000","91.6700","90.0000"
"2016/05/12","90.3400","76183460.0000","92.7200","92.7800","89.4700"
"2016/05/11","92.5100","28641180.0000","93.4800","93.5700","92.4600"
"2016/05/10","93.4200","33653020.0000","93.3300","93.5700","92.1100"
"2016/05/09","92.7900","32895650.0000","93.0000","93.7700","92.5900"
"2016/05/06","92.7200","43665160.0000","93.3700","93.4500","91.8500"
"2016/05/05","93.2400","35850220.0000","94.0000","94.0700","92.6800"
"2016/05/04","94.1900","40984160.0000","95.2000","95.9000","93.8200"
"2016/05/03","95.1800","56770080.0000","94.2000","95.7400","93.6800"
"2016/05/02","93.6400","47844490.0000","93.9650","94.0800","92.4000"
"2016/04/29","93.7400","68388840.0000","93.9900","94.7200","92.5100"
"2016/04/28","94.8300","82107120.0000","97.6100","97.8800","94.2500"
"2016/04/27","97.8200","114436300.0000","96.0000","98.7100","95.6800"
"2016/04/26","104.3500","52979780.0000","103.9100","105.3000","103.9100"
"2016/04/25","105.0800","27997990.0000","105.0000","105.6500","104.5100"
"2016/04/22","105.6800","33655810.0000","105.0100","106.4800","104.6200"
"2016/04/21","105.9700","31416910.0000","106.9300","106.9300","105.5200"
"2016/04/20","107.1300","30576980.0000","106.6400","108.0900","106.0600"
"2016/04/19","106.9100","32340620.0000","107.8800","108.0000","106.2300"
"2016/04/18","107.4800","60784920.0000","108.8900","108.9500","106.9400"
"2016/04/15","109.8500","46873670.0000","112.1100","112.3000","109.7300"
"2016/04/14","112.1000","25364920.0000","111.6200","112.3900","111.3300"
"2016/04/13","112.0400","32771760.0000","110.8000","112.3400","110.8000"
"2016/04/12","110.4400","27150570.0000","109.3400","110.5000","108.6600"
"2016/04/11","109.0200","29357940.0000","108.9700","110.6100","108.8300"
"2016/04/08","108.6600","23553790.0000","108.9100","109.7700","108.1700"
"2016/04/07","108.5400","31735810.0000","109.9500","110.4200","108.1210"
"2016/04/06","110.9600","26178840.0000","110.2300","110.9800","109.2000"
"2016/04/05","109.8100","26560420.0000","109.5100","110.7300","109.4200"
"2016/04/04","111.1200","37322930.0000","110.4200","112.1900","110.2700"
"2016/04/01","109.9900","25820460.0000","108.7800","110.0000","108.2000"
"2016/03/31","108.9900","25763840.0000","109.7200","109.9000","108.8800"
"2016/03/30","109.5600","45547590.0000","108.6500","110.4200","108.6000"
"2016/03/29","107.6800","31154910.0000","104.8900","107.7900","104.8800"
"2016/03/28","105.1900","19354440.0000","106.0000","106.1900","105.0600"
"2016/03/24","105.6700","25568350.0000","105.4700","106.2500","104.8900"
"2016/03/23","106.1300","25686350.0000","106.4800","107.0700","105.9000"
"2016/03/22","106.7200","32345430.0000","105.2500","107.2900","105.2100"
"2016/03/21","105.9100","35454230.0000","105.9300","107.6500","105.1401"
"2016/03/18","105.9200","43607120.0000","106.3400","106.5000","105.1900"
"2016/03/17","105.8000","34394830.0000","105.5200","106.4700","104.9600"
"2016/03/16","105.9700","38236730.0000","104.6100","106.3100","104.5900"
"2016/03/15","104.5800","40026250.0000","103.9600","105.1800","103.8500"
"2016/03/14","102.5200","25058280.0000","101.9100","102.9100","101.7800"
"2016/03/11","102.2600","27368840.0000","102.2400","102.2800","101.5000"
"2016/03/10","101.1700","33490630.0000","101.4100","102.2400","100.1500"
"2016/03/09","101.1200","27148530.0000","101.3100","101.5800","100.2700"
"2016/03/08","101.0300","31538710.0000","100.7800","101.7600","100.4000"
"2016/03/07","101.8700","35890740.0000","102.3900","102.8300","100.9600"
"2016/03/04","103.0100","46026600.0000","102.3700","103.7500","101.3700"
"2016/03/03","101.5000","36884490.0000","100.5800","101.7099","100.4500"
"2016/03/02","100.7500","33136130.0000","100.5100","100.8900","99.6400"
"2016/03/01","100.5300","50303500.0000","97.6500","100.7700","97.4200"
"2016/02/29","96.6900","35131460.0000","96.8600","98.2300","96.6500"
"2016/02/26","96.9100","28949760.0000","97.2000","98.0237","96.5800"
"2016/02/25","96.7600","27526040.0000","96.0500","96.7600","95.2500"
"2016/02/24","96.1000","36192150.0000","93.9800","96.3800","93.3200"
"2016/02/23","94.6900","31851180.0000","96.4000","96.5000","94.5500"
"2016/02/22","96.8800","34240470.0000","96.3100","96.9000","95.9200"
"2016/02/19","96.0400","35290570.0000","96.0000","96.7599","95.8000"
"2016/02/18","96.2600","38866100.0000","98.8400","98.8900","96.0910"
"2016/02/17","98.1200","44811800.0000","96.6700","98.2100","96.1500"
"2016/02/16","96.6400","48032600.0000","95.0200","96.8500","94.6100"
"2016/02/12","93.9900","40323020.0000","94.1900","94.5000","93.0100"
"2016/02/11","93.7000","49979700.0000","93.7900","94.7200","92.5900"
"2016/02/10","94.2700","42288790.0000","95.9200","96.3500","94.1000"
"2016/02/09","94.9900","44282560.0000","94.2900","95.9400","93.9300"
"2016/02/08","95.0100","53920550.0000","93.1300","95.7000","93.0400"
"2016/02/05","94.0200","46315620.0000","96.5200","96.9200","93.6900"
"2016/02/04","96.6000","46418230.0000","95.8600","97.3300","95.1900"
"2016/02/03","96.3500","45870130.0000","95.0000","96.8400","94.0800"
"2016/02/02","94.4800","37190500.0000","95.4200","96.0400","94.2800"
"2016/02/01","96.4300","40814360.0000","96.4700","96.7100","95.4000"
"2016/01/29","97.3400","64332440.0000","94.7900","97.3400","94.3500"
"2016/01/28","94.0900","55622370.0000","93.7900","94.5200","92.3900"
"2016/01/27","93.4200","133059000.0000","96.0400","96.6289","93.3400"
"2016/01/26","99.9900","71937310.0000","99.9300","100.8800","98.0700"
"2016/01/25","99.4400","51529980.0000","101.5200","101.5300","99.2100"
"2016/01/22","101.4200","65648660.0000","98.6300","101.4600","98.3700"
"2016/01/21","96.3000","52099200.0000","97.0600","97.8800","94.9400"
"2016/01/20","96.7900","72274300.0000","95.1000","98.1897","93.4200"
"2016/01/19","96.6600","52960810.0000","98.4100","98.6500","95.5000"
"2016/01/15","97.1300","79356010.0000","96.2000","97.7100","95.3600"
"2016/01/14","99.5200","63000140.0000","97.9600","100.4800","95.7400"
"2016/01/13","97.3900","62285770.0000","100.3200","101.1900","97.3000"
"2016/01/12","99.9600","49046150.0000","100.5500","100.6900","98.8399"
"2016/01/11","98.5300","49687870.0000","98.9700","99.0600","97.3400"
"2016/01/08","96.9600","70722000.0000","98.5500","99.1100","96.7600"
"2016/01/07","96.4500","80742460.0000","98.6800","100.1300","96.4300"
"2016/01/06","100.7000","68384270.0000","100.5600","102.3700","99.8700"
"2016/01/05","102.7100","55583140.0000","105.7500","105.8500","102.4100"
"2016/01/04","105.3500","67569090.0000","102.6100","105.3680","102.0000"
"2015/12/31","105.2600","40885480.0000","107.0100","107.0300","104.8200"
"2015/12/30","107.3200","25184090.0000","108.5800","108.7000","107.1800"
"2015/12/29","108.7400","30912260.0000","106.9600","109.4300","106.8600"
"2015/12/28","106.8200","26639930.0000","107.5900","107.6900","106.1807"
"2015/12/24","108.0300","13596680.0000","109.0000","109.0000","107.9500"
"2015/12/23","108.6100","32618140.0000","107.2700","108.8500","107.2000"
"2015/12/22","107.2300","32728460.0000","107.4000","107.7200","106.4510"
"2015/12/21","107.3300","47507230.0000","107.2800","107.3700","105.5700"
"2015/12/18","106.0300","96197190.0000","108.9100","109.5200","105.8100"
"2015/12/17","108.9800","44654830.0000","112.0200","112.2500","108.9800"
"2015/12/16","111.3400","56157370.0000","111.0700","111.9900","108.8000"
"2015/12/15","110.4900","53168580.0000","111.9400","112.8000","110.3500"
"2015/12/14","112.4800","64678220.0000","112.1800","112.6800","109.7900"
"2015/12/11","113.1800","46810020.0000","115.1900","115.3900","112.8510"
"2015/12/10","116.1700","29158640.0000","116.0400","116.9400","115.5100"
"2015/12/09","115.6200","46301930.0000","117.6400","117.6900","115.0800"
"2015/12/08","118.2300","34275420.0000","117.5200","118.6000","116.8600"
"2015/12/07","118.2800","32063100.0000","118.9800","119.8600","117.8100"
"2015/12/04","119.0300","57717870.0000","115.2900","119.2500","115.1100"
"2015/12/03","115.2000","41511380.0000","116.5500","116.7900","114.2200"
"2015/12/02","116.2800","33316990.0000","117.0500","118.1100","116.0800"
"2015/12/01","117.3400","34806250.0000","118.7500","118.8100","116.8600"
"2015/11/30","118.3000","38063130.0000","117.9900","119.4100","117.7500"
"2015/11/27","117.8100","13046450.0000","118.2900","118.4100","117.6000"
"2015/11/25","118.0300","21341960.0000","119.2100","119.2300","117.9200"
"2015/11/24","118.8800","42747950.0000","117.3300","119.3500","117.1200"
"2015/11/23","117.7500","32445680.0000","119.2700","119.7300","117.3400"
"2015/11/20","119.3000","34135230.0000","119.2000","119.9200","118.8500"
"2015/11/19","118.7800","43233950.0000","117.6400","119.7500","116.7600"
"2015/11/18","117.2900","46559730.0000","115.7600","117.4900","115.5000"
"2015/11/17","113.6900","27584020.0000","114.9200","115.0500","113.3200"
"2015/11/16","114.1750","37979570.0000","111.3800","114.2400","111.0000"
"2015/11/13","112.3400","45555300.0000","115.2000","115.5700","112.2700"
"2015/11/12","115.7200","32461350.0000","116.2600","116.8200","115.6500"
"2015/11/11","116.1100","45179400.0000","116.3700","117.4200","115.2100"
"2015/11/10","116.7700","59029400.0000","116.9000","118.0700","116.0610"
"2015/11/09","120.5700","33829290.0000","120.9600","121.8100","120.0500"
"2015/11/06","121.0600","33009110.0000","121.1100","121.8100","120.6200"
"2015/11/05","120.9200","39483400.0000","121.8500","122.6900","120.1800"
"2015/11/04","122.0000","44829060.0000","123.1300","123.8200","121.6200"
"2015/11/03","122.5700","45479260.0000","120.7900","123.4900","120.7000"
"2015/11/02","121.1800","32152870.0000","119.8700","121.3600","119.6100"
"2015/10/30","119.5000","49305220.0000","120.9900","121.2200","119.4500"
"2015/10/29","120.5300","51106100.0000","118.7000","120.6900","118.2700"
"2015/10/28","119.2700","85436210.0000","116.9300","119.3000","116.0600"
"2015/10/27","114.5500","67673450.0000","115.4000","116.5400","113.9900"
"2015/10/26","115.2800","66139770.0000","118.0800","118.1300","114.9200"
"2015/10/23","119.0800","59251740.0000","116.7000","119.2280","116.3300"
"2015/10/22","115.5000","41430660.0000","114.3300","115.5000","114.1000"
"2015/10/21","113.7600","42276880.0000","114.0000","115.5800","113.7000"
"2015/10/20","113.7700","48929200.0000","111.3400","114.1700","110.8200"
"2015/10/19","111.7300","29723750.0000","110.8000","111.7500","110.1100"
"2015/10/16","111.0400","38794930.0000","111.7800","112.0000","110.5300"
"2015/10/15","111.8600","37622200.0000","110.9300","112.1000","110.4900"
"2015/10/14","110.2100","44434220.0000","111.2900","111.5200","109.5600"
"2015/10/13","111.7900","32970790.0000","110.8200","112.4500","110.6800"
"2015/10/12","111.6000","30386830.0000","112.7300","112.7500","111.4400"
"2015/10/09","112.1200","52720620.0000","110.0000","112.2800","109.4900"
"2015/10/08","109.5000","61747260.0000","110.1900","110.1900","108.2100"
"2015/10/07","110.7800","46717770.0000","111.7400","111.7700","109.4100"
"2015/10/06","111.3100","48702200.0000","110.6300","111.7400","109.7650"
"2015/10/05","110.7800","52033100.0000","109.8800","111.3698","109.0700"
"2015/10/02","110.3800","57774940.0000","108.0100","111.0136","107.5500"
"2015/10/01","109.5800","63849470.0000","109.0700","109.6200","107.3100"
"2015/09/30","110.3000","66300930.0000","110.1700","111.5400","108.7300"
"2015/09/29","109.0600","73230280.0000","112.8300","113.5100","107.8600"
"2015/09/28","112.4400","51861990.0000","113.8500","114.5700","112.4400"
"2015/09/25","114.7100","56005550.0000","116.4400","116.6900","114.0200"
"2015/09/24","115.0000","50061580.0000","113.2500","115.5000","112.3700"
"2015/09/23","114.3200","35678360.0000","113.6300","114.7200","113.3000"
"2015/09/22","113.4000","50278030.0000","113.3800","114.1800","112.5201"
"2015/09/21","115.2100","46594220.0000","113.6700","115.3700","113.6600"
"2015/09/18","113.4500","73991000.0000","112.2100","114.3000","111.8700"
"2015/09/17","113.9200","63712340.0000","115.6600","116.4900","113.7150"
"2015/09/16","116.4100","37080720.0000","116.2500","116.5400","115.4400"
"2015/09/15","116.2800","43218350.0000","115.9300","116.5300","114.4200"
"2015/09/14","115.3100","58279570.0000","116.5800","116.8900","114.8600"
"2015/09/11","114.2100","49793750.0000","111.7900","114.2100","111.7600"
"2015/09/10","112.5700","62800770.0000","110.2700","113.2825","109.9000"
"2015/09/09","110.1500","84757780.0000","113.7600","114.0200","109.7700"
"2015/09/08","112.3100","54507300.0000","111.6500","112.5600","110.3200"
"2015/09/04","109.2700","49904460.0000","108.9700","110.4500","108.5100"
"2015/09/03","110.3700","53142590.0000","112.4900","112.7800","110.0400"
"2015/09/02","112.3400","61681250.0000","110.2300","112.3400","109.1310"
"2015/09/01","107.7200","76562170.0000","110.1500","111.8800","107.3600"
"2015/08/31","112.7600","56111590.0000","112.0300","114.5300","112.0000"
"2015/08/28","113.2900","53075960.0000","112.1700","113.3100","111.5400"
"2015/08/27","112.9200","83825220.0000","112.2300","113.2400","110.0200"
"2015/08/26","109.6900","96531890.0000","107.0850","109.8900","105.0500"
"2015/08/25","103.7400","102731700.0000","111.1100","111.1100","103.5000"
"2015/08/24","103.1200","161882500.0000","94.8700","108.8000","92.0000"
"2015/08/21","105.7600","127246600.0000","110.4300","111.9000","105.6450"
"2015/08/20","112.6500","68176940.0000","114.0800","114.3500","111.6300"
"2015/08/19","115.0100","48079330.0000","116.1000","116.5200","114.6800"
"2015/08/18","116.5000","34525630.0000","116.4300","117.4400","116.0100"
"2015/08/17","117.1600","40827260.0000","116.0400","117.6500","115.5000"
"2015/08/14","115.9600","42876370.0000","114.3200","116.3100","114.0100"
"2015/08/13","115.1500","48407640.0000","116.0400","116.4000","114.5400"
"2015/08/12","115.2400","101593400.0000","112.5300","115.4200","109.6300"
"2015/08/11","113.4900","96820670.0000","117.8100","118.1800","113.3300"
"2015/08/10","119.7200","54851010.0000","116.5300","119.9900","116.5300"
"2015/08/07","115.5200","38610120.0000","114.5800","116.2500","114.5000"
"2015/08/06","115.1300","52828890.0000","115.9700","116.5000","114.1150"
"2015/08/05","115.4000","99202400.0000","112.9500","117.4400","112.1000"
"2015/08/04","114.6400","123601900.0000","117.4200","117.7000","113.2500"
"2015/08/03","118.4400","69639900.0000","121.5000","122.5700","117.5200"
"2015/07/31","121.3000","42832890.0000","122.6000","122.6425","120.9100"
"2015/07/30","122.3700","33400950.0000","122.3200","122.5699","121.7100"
"2015/07/29","122.9900","36912040.0000","123.1500","123.5000","122.2700"
"2015/07/28","123.3800","33570380.0000","123.3800","123.9100","122.5500"
"2015/07/27","122.7700","44371580.0000","123.0900","123.6100","122.1200"
"2015/07/24","124.5000","42090320.0000","125.3200","125.7400","123.9000"
"2015/07/23","125.1600","50832950.0000","126.2000","127.0900","125.0600"
"2015/07/22","125.2200","115288400.0000","121.9900","125.5000","121.9900"
"2015/07/21","130.7500","73006780.0000","132.8500","132.9200","130.3200"
"2015/07/20","132.0700","55204920.0000","130.9700","132.9700","130.7000"
"2015/07/17","129.6200","45970470.0000","129.0800","129.6200","128.3100"
"2015/07/16","128.5100","35987630.0000","127.7400","128.5700","127.3500"
"2015/07/15","126.8200","33559770.0000","125.7200","127.1500","125.5800"
"2015/07/14","125.6100","31695870.0000","126.0400","126.3700","125.0400"
"2015/07/13","125.6600","41365600.0000","125.0300","125.7550","124.3200"
"2015/07/10","123.2800","61292800.0000","121.9400","123.8500","121.2100"
"2015/07/09","120.0700","78291510.0000","123.8500","124.0600","119.2200"
"2015/07/08","122.5700","60609830.0000","124.4800","124.6400","122.5400"
"2015/07/07","125.6900","46737090.0000","125.8900","126.1500","123.7700"
"2015/07/06","126.0000","27972950.0000","124.9400","126.2300","124.8500"
"2015/07/02","126.4400","27171180.0000","126.4300","126.6900","125.7700"
"2015/07/01","126.6000","30206890.0000","126.9000","126.9400","125.9900"
"2015/06/30","125.4250","44326050.0000","125.5700","126.1200","124.8600"
"2015/06/29","124.5300","49043410.0000","125.4600","126.4700","124.4800"
"2015/06/26","126.7500","43986290.0000","127.6700","127.9900","126.5100"
"2015/06/25","127.5000","31872390.0000","128.8600","129.2000","127.5000"
"2015/06/24","128.1100","55077520.0000","127.2100","129.8000","127.1200"
"2015/06/23","127.0300","30192140.0000","127.4800","127.6100","126.8792"
"2015/06/22","127.6100","33976180.0000","127.4900","128.0600","127.0800"
"2015/06/19","126.6000","54361530.0000","127.7100","127.8200","126.4000"
"2015/06/18","127.8800","35363990.0000","127.2300","128.3100","127.2200"
"2015/06/17","127.3000","32858900.0000","127.7200","127.8800","126.7400"
"2015/06/16","127.6000","31443650.0000","127.0300","127.8500","126.3700"
"2015/06/15","126.9200","43896960.0000","126.1000","127.2400","125.7100"
"2015/06/12","127.1700","36826260.0000","128.1850","128.3300","127.1100"
