fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,trips_last_5min,key
4.5,2012-01-05 23:35:06 UTC,-73.982171,40.759815,-73.992632,40.757092,1,1079,917
4.5,2014-05-20 23:09:00 UTC,-73.997772,40.746317,-74.004582,40.752217,1,1424,918
5.7,2010-06-07 18:43:02 UTC,-73.995805,40.763954999999996,-73.981791,40.783414,1,1698,919
10.5,2012-03-04 00:57:00 UTC,-74.000165,40.727187,-73.98419,40.764322,1,1352,920
14.0,2013-09-17 14:10:35 UTC,-73.982566,40.769827,-73.987993,40.743753000000005,1,2523,921
28.27,2009-12-07 20:49:00 UTC,-73.874677,40.774033,-73.97825999999999,40.777263,1,2824,922
11.3,2009-05-27 20:37:00 UTC,-73.978145,40.788183000000004,-73.967055,40.757007,5,1777,923
3.5,2014-02-24 18:22:00 UTC,-73.982203,40.757746999999995,-73.978942,40.762452,6,2876,924
10.5,2010-02-25 20:14:00 UTC,-73.984453,40.742713,-73.953218,40.783453,1,2801,925
52.0,2013-12-21 06:21:00 UTC,-73.776742,40.645396999999996,-73.96871,40.764527,5,2910,926
5.3,2012-07-05 14:18:00 UTC,-73.995287,40.759745,-73.98602199999999,40.772702,1,1232,927
20.0,2014-12-08 21:50:00 UTC,-73.971082,40.75473,-73.962182,40.719687,3,2833,928
2.9,2009-05-21 22:43:41 UTC,-73.993836,40.736032,-73.991037,40.734778000000006,1,969,929
16.5,2013-07-21 11:26:46 UTC,-73.91945,40.743421999999995,-73.98479,40.762628,1,2011,930
10.0,2013-12-21 06:21:00 UTC,-73.970087,40.784157,-73.93937,40.805157,1,2876,931
6.9,2011-03-19 03:32:00 UTC,-74.005615,40.741088,-73.982598,40.743947,1,842,932
6.9,2010-06-23 13:15:48 UTC,-73.971001,40.794307,-73.950183,40.793984,1,2524,933
12.5,2013-08-20 11:19:54 UTC,-73.975812,40.759143,-73.973277,40.787871,1,4064,934
4.5,2013-08-29 21:11:06 UTC,-73.9918,40.764542,-73.982561,40.7679,1,2718,935
20.0,2015-06-25 21:40:59 UTC,-74.0068588256836,40.70793151855469,-73.95719909667969,40.71217727661133,1,1334,936
8.6,2009-01-04 02:02:36 UTC,-73.98835600000001,40.720051,-73.952632,40.716563,2,1334,937
16.5,2015-06-15 19:49:43 UTC,-73.9978256225586,40.7202377319336,-73.9665298461914,40.76628112792969,1,2172,938
5.7,2011-10-05 08:14:00 UTC,-73.991117,40.761127,-73.98665,40.739852,3,2067,939
15.5,2013-10-14 12:44:30 UTC,-73.871274,40.773955,-73.923539,40.758821999999995,1,2714,940
9.7,2009-09-25 03:47:00 UTC,-74.001975,40.72996,-74.013348,40.702607,2,615,941
6.5,2010-03-19 06:07:57 UTC,-73.96998,40.797129,-73.957224,40.783659,1,1611,942
23.0,2014-01-29 10:09:59 UTC,-73.98982099999999,40.762109,-73.992835,40.752679,1,2955,943
14.1,2010-01-31 03:32:55 UTC,-74.00573299999999,40.740302,-73.954246,40.770244,1,2955,944
17.0,2015-06-17 07:49:33 UTC,-73.9732894897461,40.75545883178711,-74.00762939453125,40.70736312866211,1,1778,945
3.7,2011-09-23 09:24:07 UTC,-74.009968,40.712623,-74.00524399999999,40.720234000000005,1,2781,946
5.5,2015-05-09 10:09:38 UTC,-73.96862030029297,40.75907897949219,-73.96633911132812,40.764610290527344,2,1204,947
12.5,2009-05-02 16:08:13 UTC,-73.996558,40.725481,-73.974361,40.76446,2,2781,948
18.0,2013-05-31 10:24:41 UTC,-73.949759,40.772063,-73.995086,40.725079,1,2011,949
10.5,2015-02-23 21:30:13 UTC,-73.96991729736328,40.76319122314453,-73.94314575195312,40.786781311035156,1,2011,950
46.1,2009-04-19 12:19:26 UTC,-73.776709,40.645322,-73.96989,40.624320000000004,1,2068,951
12.5,2014-05-20 23:09:00 UTC,-73.978195,40.759055,-74.001317,40.733955,4,2809,952
4.5,2012-09-25 17:08:43 UTC,-73.962724,40.775563,-73.955267,40.77765,1,1352,953
5.3,2012-07-19 06:27:00 UTC,-73.99063000000001,40.750887,-73.98066800000001,40.752334999999995,1,1480,954
5.5,2013-12-06 19:02:35 UTC,-73.99383,40.718138,-73.985003,40.715462,1,1352,955
43.3,2012-08-02 00:15:14 UTC,-73.786799,40.641196,-73.974438,40.687212,1,1139,956
4.5,2015-02-03 22:32:35 UTC,-73.99470520019531,40.75027084350586,-74.00171661376953,40.74583435058594,1,1423,957
26.3,2012-10-20 06:25:00 UTC,-73.892028,40.747087,-73.946747,40.791697,6,2589,958
9.0,2013-04-18 08:48:00 UTC,-73.97288,40.756904999999996,-73.98676999999999,40.742709999999995,1,1334,959
6.1,2012-02-17 00:51:15 UTC,-73.989506,40.74797,-73.99260799999999,40.763489,1,1742,960
4.5,2009-12-07 20:49:00 UTC,-73.990146,40.757295,-74.002772,40.760632,1,2833,961
11.7,2012-07-05 14:18:00 UTC,-73.958203,40.760723,-73.991292,40.749915,1,2781,962
57.54,2015-03-22 17:49:13 UTC,-73.77728271484375,40.64653015136719,-73.97359466552734,40.75656509399414,3,1938,963
7.0,2013-12-06 14:55:00 UTC,-73.981243,40.750147,-73.975967,40.748675,1,916,964
4.1,2012-03-04 00:57:00 UTC,-73.975033,40.787617,-73.974448,40.793267,1,2623,965
14.0,2015-04-13 10:18:42 UTC,-73.99315643310547,40.732337951660156,-73.9897689819336,40.757469177246094,1,2781,966
5.3,2010-04-29 12:28:00 UTC,-73.953328,40.782628,-73.96236800000001,40.776507,5,2320,967
10.5,2014-07-19 20:49:53 UTC,-73.956349,40.771446000000005,-73.983359,40.743778000000006,2,4064,968
8.1,2010-07-13 11:48:35 UTC,-73.974592,40.750177,-73.974651,40.765086,1,2065,969
8.6,2009-03-20 20:59:24 UTC,-73.957409,40.76948,-73.985845,40.761651,1,2955,970
9.0,2014-09-14 02:03:09 UTC,-73.999688,40.714593,-74.00980600000001,40.737952,1,2955,971
87.5,2012-11-19 17:41:00 UTC,-74.01601,40.71158,-74.179392,40.711652,5,2172,972
15.7,2010-10-21 18:07:47 UTC,-73.990432,40.6868,-74.017264,40.705208,1,1669,973
4.0,2015-02-23 00:40:05 UTC,-73.92353820800781,40.74351119995117,-73.91741943359375,40.74651336669922,1,2809,974
7.7,2009-11-05 06:47:00 UTC,-73.985012,40.736488,-73.98204799999999,40.757870000000004,4,3577,975
4.9,2011-10-05 08:14:00 UTC,-73.980423,40.751302,-73.973803,40.760668,1,2002,976
16.5,2012-07-19 06:27:00 UTC,-73.96735,40.756807,-74.01306,40.714675,1,2351,977
17.7,2009-07-04 08:36:00 UTC,-73.978342,40.776488,-74.016563,40.704654999999995,1,1213,978
12.1,2009-07-17 00:06:45 UTC,-73.99089599999999,40.750558000000005,-74.01576899999999,40.715328,4,2011,979
29.0,2013-12-06 14:55:00 UTC,-73.954645,40.78754,-74.01227,40.719315,6,1778,980
4.9,2010-09-27 07:30:15 UTC,-73.946439,40.772693,-73.955269,40.779371000000005,1,2809,981
5.0,2015-06-11 07:08:40 UTC,-73.97357940673828,40.75534057617188,-73.97110748291016,40.76237106323242,1,2172,982
19.3,2011-07-27 21:16:33 UTC,-73.998145,40.723312,-73.97949100000001,40.781917,2,2781,983
17.0,2015-02-15 09:34:38 UTC,-74.00213623046875,40.70914840698242,-74.00347137451172,40.75632095336914,5,1611,984
10.5,2014-02-24 18:22:00 UTC,-73.962305,40.81041,-73.984195,40.780427,2,2809,985
26.0,2012-10-16 20:46:21 UTC,-74.004182,40.715498,-73.990902,40.636277,3,2305,986
11.5,2013-10-13 10:02:20 UTC,-73.98847099999999,40.748742,-73.957601,40.766025,1,2809,987
12.9,2010-02-25 20:14:00 UTC,-73.987592,40.737515,-73.976022,40.687088,1,1778,988
49.57,2010-03-06 05:46:09 UTC,-73.77719300000001,40.645174,-73.993314,40.756611,1,1778,989
13.5,2014-12-08 21:50:00 UTC,-73.978077,40.762412,-74.007102,40.732997,4,2955,990
6.9,2009-05-12 15:36:45 UTC,-73.989742,40.758441999999995,-73.981988,40.774058000000004,1,2955,991
10.1,2010-02-25 06:51:06 UTC,-74.006788,40.716055,-73.982851,40.761627000000004,1,814,992
6.0,2014-10-06 15:16:00 UTC,-73.983337,40.76075,-73.99101,40.750315,1,1615,993
10.0,2013-04-18 08:48:00 UTC,-73.979237,40.752857,-73.99815799999999,40.740632,6,736,994
6.9,2012-02-21 11:53:00 UTC,-73.825312,40.703507,-73.825312,40.703507,1,3010,995
4.9,2009-12-07 20:49:00 UTC,-73.978237,40.729552000000005,-73.983428,40.718675,1,2296,996
6.5,2011-03-19 03:32:00 UTC,-73.98956700000001,40.719172,-74.005737,40.706262,1,3010,997
5.7,2009-06-20 08:47:13 UTC,-73.991244,40.756017,-73.99565,40.746576,1,1352,998
6.5,2013-11-19 19:07:12 UTC,-73.979475,40.787095,-73.982396,40.774491,2,2615,999
42.33,2014-02-15 15:25:30 UTC,-73.86381,40.769569,-73.98903299999999,40.757824,3,3010,1000
10.9,2011-05-20 16:38:16 UTC,-73.98416999999999,40.746217,-73.958035,40.764472999999995,1,3010,1001
8.9,2011-07-19 18:08:17 UTC,-73.986812,40.755596000000004,-73.996863,40.725143,1,3010,1002
10.1,2010-04-29 12:28:00 UTC,-73.997135,40.73701,-73.997467,40.737328000000005,1,3010,1003
5.7,2009-12-07 20:49:00 UTC,-73.965687,40.762927000000005,-73.94980699999999,40.772365,1,1247,1004
11.0,2012-09-04 23:09:43 UTC,-73.979074,40.736360999999995,-74.007847,40.739226,1,2459,1005
7.7,2009-05-27 20:37:00 UTC,-74.00739200000001,40.707663000000004,-73.997098,40.722159999999995,1,900,1006
49.57,2010-03-29 16:37:07 UTC,-73.78977900000001,40.646744,-73.99403199999999,40.746173,2,2824,1007
9.5,2013-04-18 08:48:00 UTC,-73.92558000000001,40.767502,-73.939295,40.748495,2,1391,1008
16.1,2010-05-08 07:41:12 UTC,-73.944597,40.787723,-73.981873,40.711425,3,2466,1009
6.5,2015-06-24 09:53:23 UTC,-73.96060180664062,40.757572174072266,-73.96814727783203,40.76242446899414,1,1220,1010
8.5,2010-02-25 20:14:00 UTC,-74.00142,40.726088,-73.984285,40.754867,5,1334,1011
10.5,2011-01-28 20:42:59 UTC,-73.993463,40.724641,-74.002136,40.75065,1,1742,1012
6.0,2015-05-02 18:10:05 UTC,-73.97667694091797,40.75455093383789,-73.98915100097656,40.75627899169922,1,2876,1013
12.5,2014-02-24 18:22:00 UTC,-73.974682,40.763545,-73.979177,40.78519,2,1932,1014
7.0,2013-12-06 14:55:00 UTC,-73.964612,40.760265000000004,-73.969802,40.752902,1,2390,1015
4.5,2009-12-07 20:49:00 UTC,-73.981957,40.746102,-73.973348,40.747184999999995,1,2411,1016
17.7,2011-05-17 19:40:15 UTC,-74.006929,40.705664,-73.986051,40.744952000000005,1,916,1017
8.5,2014-12-08 21:50:00 UTC,-73.992112,40.749977,-73.993585,40.727767,1,2623,1018
7.3,2010-02-04 02:02:26 UTC,-73.98340400000001,40.76206,-73.980822,40.744634999999995,1,2809,1019
8.5,2010-12-21 13:08:00 UTC,-74.001067,40.741611999999996,-73.977868,40.751587,1,2419,1020
8.0,2015-02-21 11:45:01 UTC,-73.99884796142578,40.74539184570313,-73.99188232421875,40.73260116577149,1,2954,1021
4.0,2015-04-21 23:19:43 UTC,-73.9713134765625,40.75102615356445,-73.9722900390625,40.74335861206055,1,2011,1022
13.7,2011-07-12 09:05:42 UTC,-73.958529,40.810595,-73.98464799999999,40.760067,1,1742,1023
4.0,2015-05-22 23:23:16 UTC,-73.9569320678711,40.77088165283203,-73.9626235961914,40.76296997070313,2,1726,1024
6.5,2013-07-15 22:59:38 UTC,-73.973066,40.677634000000005,-73.95815400000001,40.670232,2,1975,1025
3.7,2012-03-04 00:57:00 UTC,-73.993853,40.76178,-73.986958,40.764255,2,1778,1026
4.9,2009-08-28 08:11:07 UTC,-73.992661,40.762941,-73.98261600000001,40.773076,1,1742,1027
5.3,2009-12-31 00:14:49 UTC,-73.99369899999999,40.741572,-73.982661,40.75716,2,2011,1028
8.5,2014-12-08 21:50:00 UTC,-74.00761,40.74087,-73.98624000000001,40.74758,5,2809,1029
7.5,2014-01-29 15:31:10 UTC,-73.983173,40.739005999999996,-73.994215,40.728536,1,2833,1030
6.5,2009-05-27 20:37:00 UTC,-73.97415500000001,40.751273,-73.956428,40.768125,1,640,1031
9.3,2010-06-23 14:55:36 UTC,-73.978874,40.762832,-73.991559,40.738324,1,1611,1032
3.3,2009-02-28 10:30:17 UTC,-73.988433,40.747778000000004,-73.989806,40.741642999999996,1,1611,1033
7.3,2009-09-25 03:47:00 UTC,-74.0074,40.74006,-73.985512,40.76295,1,3877,1034
6.5,2014-02-24 18:22:00 UTC,-73.981628,40.763017,-73.96934300000001,40.759297,2,2955,1035
7.3,2010-01-30 01:55:05 UTC,-74.00669,40.744196,-73.995121,40.728561,1,2955,1036
5.5,2012-12-22 05:18:06 UTC,-74.000013,40.738243,-74.004848,40.722935,1,2990,1037
8.0,2012-12-15 14:45:17 UTC,-73.975912,40.744966,-73.988668,40.736419,1,4150,1038
8.5,2012-06-14 22:23:53 UTC,-73.98683,40.74607,-74.00689100000001,40.716072,1,2607,1039
7.3,2011-11-27 18:09:42 UTC,-73.981685,40.743687,-74.000119,40.730563000000004,1,3010,1040
7.0,2015-03-01 01:09:43 UTC,-73.97071075439453,40.76511001586914,-73.98603057861328,40.75925827026367,1,2334,1041
27.87,2010-08-17 09:14:06 UTC,-73.983627,40.752967,-73.87264300000001,40.774382,1,817,1042
6.0,2013-04-18 08:48:00 UTC,-73.96636,40.765507,-73.955292,40.780235,5,1247,1043
10.1,2009-07-02 01:21:05 UTC,-73.988731,40.748573,-73.974632,40.790607,1,1139,1044
7.7,2011-12-03 10:28:00 UTC,-73.97529300000001,40.751973,-73.960237,40.759775,5,800,1045
6.0,2015-05-30 22:54:53 UTC,-73.98409271240234,40.73811340332031,-73.98491668701172,40.728851318359375,1,1247,1046
10.5,2009-09-18 18:22:57 UTC,-73.975174,40.750052000000004,-73.953404,40.781098,1,2775,1047
3.3,2010-09-15 06:42:17 UTC,-73.971037,40.794482,-73.953518,40.786953000000004,2,2876,1048
5.3,2012-03-04 00:57:00 UTC,-73.99794200000001,40.735735,-73.98546999999999,40.738608,2,2623,1049
10.0,2014-10-14 18:52:03 UTC,-73.99252800000001,40.730432,-74.007272,40.732927000000004,1,1271,1050
6.0,2014-01-26 01:09:07 UTC,-73.98358499999999,40.744119,-73.987166,40.73352,2,1234,1051
7.3,2010-12-21 13:08:00 UTC,-73.994982,40.731383,-73.976182,40.737293,1,2090,1052
5.0,2009-03-21 20:32:25 UTC,-73.989064,40.737406,-73.977757,40.735537,1,2833,1053
7.3,2010-03-22 11:43:39 UTC,-73.976353,40.790791999999996,-73.994309,40.769051,1,1246,1054
38.6,2009-01-20 20:24:21 UTC,-73.975706,40.762248,-73.965886,40.59324,2,2232,1055
13.5,2014-05-20 23:09:00 UTC,-73.994242,40.731359999999995,-73.994242,40.731359999999995,3,2833,1056
6.1,2011-01-21 19:58:43 UTC,-74.00593,40.740162,-74.002887,40.730971999999994,1,1742,1057
6.5,2013-12-09 15:03:00 UTC,-73.953038,40.77213,-73.981895,40.74648,1,2011,1058
8.1,2010-02-25 20:14:00 UTC,-73.978082,40.785647999999995,-73.958667,40.769865,1,2809,1059
4.5,2009-07-20 18:29:02 UTC,-73.983671,40.741033,-73.99316999999999,40.743006,1,2876,1060
5.0,2014-02-24 18:22:00 UTC,-73.942433,40.81215,-73.951105,40.811932,1,1938,1061
8.5,2014-03-18 18:57:09 UTC,-74.01317,40.716423999999996,-74.003015,40.733193,1,1684,1062
8.1,2009-12-07 13:58:57 UTC,-73.938664,40.805749,-73.951607,40.782795,2,1611,1063
9.5,2014-10-06 15:16:00 UTC,-73.95473299999999,40.783432,-73.972337,40.795897,1,2781,1064
13.5,2013-12-06 14:55:00 UTC,-73.989355,40.76817,-73.975608,40.758347,1,1615,1065
2.5,2009-08-20 23:04:58 UTC,-73.980657,40.765322,-73.962737,40.769690000000004,1,2434,1066
3.5,2015-06-29 07:57:07 UTC,-73.9779052734375,40.748985290527344,-73.98063659667969,40.745201110839844,3,2955,1067
7.7,2011-06-19 12:39:56 UTC,-73.992081,40.743746,-73.961726,40.779892,1,2072,1068
4.9,2009-02-02 12:56:03 UTC,-74.031669,40.734811,-74.031669,40.734811,1,1938,1069
6.1,2012-03-04 00:57:00 UTC,-73.978523,40.745073,-73.991332,40.73587,1,2781,1070
5.3,2012-09-01 22:15:44 UTC,-74.001072,40.731725,-73.984105,40.738443,2,2781,1071
36.27,2010-12-21 13:08:00 UTC,-73.989777,40.762383,-73.872383,40.774383,1,2011,1072
5.0,2014-12-08 21:50:00 UTC,-73.982775,40.768467,-73.990212,40.768254999999996,1,2011,1073
8.1,2010-04-29 12:28:00 UTC,-73.994893,40.755145,-73.984665,40.748245000000004,1,1688,1074
9.0,2014-10-06 15:16:00 UTC,-73.982217,40.774915,-73.980098,40.761552,5,2955,1075
5.5,2014-10-06 15:16:00 UTC,-73.98912,40.763117,-73.99278199999999,40.753987,1,3877,1076
8.5,2012-09-09 07:23:34 UTC,-73.948326,40.782764,-73.958685,40.760829,1,1946,1077
8.0,2013-03-06 07:13:19 UTC,-73.961481,40.768645,-73.97955999999999,40.760194,1,2955,1078
22.5,2011-12-15 23:27:26 UTC,-73.86267099999999,40.76886,-73.98317,40.696372,1,1726,1079
22.0,2014-05-17 15:15:00 UTC,-73.991745,40.749897,-74.014913,40.709987,1,4537,1080
8.5,2009-12-07 20:49:00 UTC,-73.980688,40.750643,-73.955995,40.784625,1,701,1081
3.3,2010-04-11 11:03:03 UTC,-74.00220300000001,40.729526,-73.998315,40.730415,3,1157,1082
5.7,2009-05-11 00:29:56 UTC,-73.992754,40.752199,-74.007094,40.740124,1,1718,1083
10.1,2009-11-05 06:47:00 UTC,-73.978862,40.76228,-73.944075,40.796323,1,2607,1084
5.3,2009-07-04 08:36:00 UTC,-74.01230699999999,40.701516999999996,-73.997963,40.711982,1,1352,1085
6.0,2015-03-16 05:42:54 UTC,-73.96147155761719,40.7745246887207,-73.95501708984375,40.76514053344727,2,1195,1086
15.0,2013-08-05 15:32:15 UTC,-73.977357,40.779971,-73.992657,40.743159000000006,2,2381,1087
4.1,2011-01-24 10:51:52 UTC,-73.952322,40.777378999999996,-73.953969,40.770401,1,1698,1088
13.0,2013-12-06 14:55:00 UTC,-73.95702299999999,40.766262,-73.981798,40.753522,1,2623,1089
12.0,2014-10-06 15:16:00 UTC,-73.980703,40.75074,-73.957415,40.782709999999994,2,2623,1090
6.5,2014-12-09 19:36:19 UTC,-74.004857,40.723729,-73.991801,40.731724,1,1070,1091
7.3,2012-07-21 16:39:21 UTC,-73.980111,40.748943,-74.000139,40.742807,1,1334,1092
19.7,2011-03-19 03:32:00 UTC,-74.001325,40.731177,-73.90650500000001,40.701695,1,2876,1093
12.9,2009-07-29 15:30:17 UTC,-73.972379,40.763281,-73.993422,40.722041,1,2623,1094
7.5,2014-02-24 18:22:00 UTC,-73.973908,40.752112,-73.962972,40.766557,1,1742,1095
7.0,2014-05-17 15:15:00 UTC,-73.96235300000001,40.778971999999996,-73.974025,40.762737,3,1938,1096
10.1,2009-06-24 18:13:46 UTC,-73.969598,40.797832,-73.980845,40.767392,1,2172,1097
11.3,2010-04-29 12:28:00 UTC,-74.00255,40.708771999999996,-73.973135,40.746122,1,2002,1098
3.7,2010-03-17 18:18:42 UTC,-73.991079,40.751212,-73.997787,40.745025,1,2172,1099
5.0,2014-10-06 15:16:00 UTC,-73.96574,40.76209,-73.95826,40.76535,5,2706,1100
12.1,2011-05-17 19:40:15 UTC,-73.978677,40.756433,-73.998979,40.714983000000004,2,1503,1101
13.0,2013-11-24 00:47:56 UTC,-73.99095,40.717731,-73.973253,40.747152,1,1334,1102
32.83,2014-03-10 13:31:39 UTC,-73.86324499999999,40.769881,-73.971308,40.756979,1,3150,1103
6.1,2011-09-24 03:58:27 UTC,-73.99978,40.728364,-73.989284,40.747811999999996,1,2809,1104
10.5,2014-05-17 15:15:00 UTC,-73.97370699999999,40.784467,-73.97189,40.765952,1,1334,1105
45.5,2014-05-19 21:08:05 UTC,-73.955302,40.804565000000004,-73.988586,40.661146,1,2007,1106
12.0,2013-12-09 15:03:00 UTC,-74.009962,40.720737,-73.995012,40.749902,1,2955,1107
5.0,2014-02-24 18:22:00 UTC,-73.949548,40.780765,-73.95915699999999,40.774692,1,1423,1108
5.7,2010-04-29 12:28:00 UTC,-73.98485500000001,40.748188,-73.974928,40.74177,4,2585,1109
10.5,2009-01-24 10:08:24 UTC,-73.996002,40.764045,-74.007148,40.719463,1,2833,1110
11.3,2010-05-15 02:43:01 UTC,-73.99398199999999,40.758989,-73.958861,40.775012,1,1380,1111
9.8,2009-02-24 23:44:22 UTC,-73.960486,40.781397,-73.97108399999999,40.746047999999995,1,2684,1112
25.7,2010-10-09 23:50:28 UTC,-73.956644,40.771152,-74.005279,40.74028,1,1962,1113
19.7,2011-03-19 03:32:00 UTC,-74.003884,40.742649,-73.909171,40.743069,1,2781,1114
25.7,2012-02-21 11:53:00 UTC,-73.86396500000001,40.76955,-73.948185,40.781442,1,1450,1115
3.7,2009-05-27 20:37:00 UTC,-73.979578,40.789662,-73.974903,40.791623,3,2623,1116
13.7,2010-10-02 00:32:51 UTC,-73.988805,40.722978999999995,-73.977273,40.777582,1,1726,1117
6.0,2012-10-16 20:46:21 UTC,-73.951578,40.793622,-73.959899,40.798491,1,1615,1118
11.0,2013-08-23 12:05:06 UTC,-73.981928,40.782068,-73.99597299999999,40.760652,1,1420,1119
5.0,2014-10-06 15:16:00 UTC,-73.991638,40.738267,-73.983417,40.744305,1,1615,1120
9.5,2014-05-01 23:42:21 UTC,-73.973096,40.752023,-73.985537,40.770624,1,2955,1121
9.3,2010-05-28 17:08:57 UTC,-73.978739,40.750282,-73.973766,40.782959000000005,1,1291,1122
5.7,2012-07-05 14:18:00 UTC,-73.969273,40.786167999999996,-73.98201,40.779072,1,1611,1123
7.7,2010-12-21 13:08:00 UTC,-73.992497,40.735692,-73.974837,40.721612,1,1611,1124
10.9,2010-02-19 18:30:13 UTC,-74.005089,40.71803,-73.99708100000001,40.737171000000004,1,1790,1125
12.9,2011-10-05 08:14:00 UTC,-73.916842,40.74326,-73.970327,40.758165000000005,1,3150,1126
8.1,2009-07-01 19:33:12 UTC,-73.99165699999999,40.738563,-73.969614,40.761198,2,2781,1127
9.3,2009-09-25 03:47:00 UTC,-73.98901500000001,40.720427,-73.99202,40.748813,1,2781,1128
8.1,2011-11-11 19:06:56 UTC,-73.976889,40.784977000000005,-73.955155,40.801027000000005,2,1615,1129
11.5,2014-07-06 23:16:06 UTC,-73.99542,40.717418,-73.94415699999999,40.712717,2,2955,1130
9.5,2014-11-13 15:08:07 UTC,-73.956153,40.778975,-73.968233,40.79323,2,3487,1131
3.5,2015-03-31 20:35:15 UTC,-73.98119354248047,40.73757934570313,-73.98452758789062,40.732948303222656,3,1355,1132
9.3,2010-12-05 09:16:46 UTC,-74.007793,40.732022,-73.97981,40.766135,1,1247,1133
21.7,2010-06-23 13:15:48 UTC,-74.00658100000001,40.705743,-73.987471,40.768685,1,2607,1134
7.5,2009-02-04 18:18:59 UTC,-73.964993,40.806829,-73.977009,40.787587,1,3010,1135
24.0,2015-02-17 21:29:49 UTC,-73.97673034667969,40.75482177734375,-73.9464340209961,40.72519302368164,2,1587,1136
6.9,2011-01-20 16:42:36 UTC,-73.977802,40.763446,-73.95779399999999,40.770501,1,2876,1137
31.3,2012-10-22 23:34:09 UTC,-73.862948,40.769287,-73.95901500000001,40.809738,1,2288,1138
35.3,2011-10-05 08:14:00 UTC,-73.782023,40.644795,-73.96677,40.678166999999995,1,2623,1139
5.7,2009-11-05 06:47:00 UTC,-73.961842,40.755835,-73.97556,40.752592,1,2876,1140
6.5,2014-12-08 21:50:00 UTC,-73.99141999999999,40.7274,-73.99461,40.7404,2,1954,1141
4.5,2011-05-17 15:41:59 UTC,-73.990353,40.729092,-73.99899,40.73449,1,1211,1142
5.0,2012-09-18 12:51:11 UTC,-74.00234499999999,40.750384999999994,-74.004737,40.741817,1,2529,1143
8.5,2014-10-06 15:16:00 UTC,-73.978965,40.752677,-73.970067,40.763842,1,903,1144
5.5,2012-12-20 07:18:10 UTC,-73.963033,40.763382,-73.974323,40.763258,1,2172,1145
8.5,2014-10-01 19:01:57 UTC,-73.990852,40.747009999999996,-73.978921,40.737079,1,2696,1146
10.5,2011-03-19 03:32:00 UTC,-73.996535,40.763428000000005,-73.955922,40.776028000000004,1,2833,1147
11.5,2013-12-09 15:03:00 UTC,-73.98671,40.739971999999995,-73.994502,40.75219,1,2833,1148
5.0,2014-07-20 02:56:58 UTC,-73.988564,40.731381,-73.97885699999999,40.740831,1,1611,1149
4.9,2010-12-21 08:51:33 UTC,-73.96588,40.754466,-73.97439200000001,40.751256,2,1615,1150
44.5,2015-05-11 14:48:18 UTC,-73.87073516845703,40.773624420166016,-73.98848724365234,40.66111755371094,1,2002,1151
12.9,2011-04-07 14:08:37 UTC,-74.00115699999999,40.722273,-73.983162,40.759319,1,2809,1152
34.83,2013-12-09 15:03:00 UTC,-73.99114300000001,40.732552,-73.863455,40.76741,5,2955,1153
6.1,2012-07-05 14:18:00 UTC,-73.985602,40.767855,-73.990778,40.750817,1,2589,1154
6.9,2009-09-30 11:33:41 UTC,-73.9934,40.749412,-73.99182900000001,40.759046000000005,1,2833,1155
7.0,2013-12-09 15:03:00 UTC,-73.98575699999999,40.756227,-74.002255,40.760992,3,2809,1156
9.3,2012-03-04 00:57:00 UTC,-74.002037,40.71935,-73.991348,40.750102000000005,1,2809,1157
9.0,2012-11-19 17:41:00 UTC,-73.972157,40.758575,-73.990045,40.752592,1,1742,1158
10.1,2011-10-05 08:14:00 UTC,-73.99945799999999,40.743927,-73.96592700000001,40.754123,2,2172,1159
8.5,2009-09-22 11:54:49 UTC,-73.990282,40.745892,-73.981002,40.755851,1,2172,1160
7.7,2012-01-10 13:53:59 UTC,-73.984865,40.748194,-73.980491,40.763998,3,2589,1161
4.9,2009-12-07 20:49:00 UTC,-73.973727,40.758825,-73.979943,40.754783,6,2955,1162
12.1,2011-10-05 08:14:00 UTC,-73.992438,40.7428,-74.013817,40.714627,1,2305,1163
8.0,2013-04-18 08:48:00 UTC,-73.990227,40.751346999999996,-73.993657,40.734192,1,2763,1164
6.5,2012-03-04 00:57:00 UTC,-73.99174000000001,40.726504999999996,-74.001968,40.74054,2,1778,1165
7.7,2009-09-28 17:47:22 UTC,-73.96384300000001,40.773716,-73.943664,40.776685,4,2745,1166
15.5,2015-05-30 22:54:53 UTC,-73.9527359008789,40.776668548583984,-73.99140930175781,40.74428176879883,1,1010,1167
10.5,2014-05-20 23:09:00 UTC,-73.987747,40.745752,-73.989053,40.774421999999994,1,2955,1168
14.9,2009-05-27 20:37:00 UTC,-74.008213,40.707913,-73.962378,40.719654999999996,1,3415,1169
14.0,2014-10-06 15:16:00 UTC,-73.979615,40.759267,-73.972402,40.765002,1,2600,1170
7.7,2012-02-21 11:53:00 UTC,-74.000512,40.742553,-73.959307,40.777642,1,2781,1171
7.3,2009-05-27 20:37:00 UTC,-73.974225,40.783625,-73.948915,40.781612,1,2114,1172
6.9,2009-05-27 20:37:00 UTC,-73.995008,40.74477,-73.974138,40.751428000000004,1,2781,1173
6.1,2009-11-14 12:47:58 UTC,-74.00175300000001,40.751021,-74.006759,40.739908,1,1726,1174
10.5,2012-11-19 17:41:00 UTC,-73.986437,40.740158,-73.97945,40.716157,5,2781,1175
