fare_amount,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,hourofday,dayofweek
3.5,2,-73.99667099999999,40.723038,-73.993606,40.726457,23,4
12.5,3,-73.874243,40.743398,-73.92347600000001,40.743928000000004,23,6
7.5,1,-73.98016,40.765387,-73.99253,40.754915000000004,7,4
4.0,1,-73.973098,40.759813,-73.967038,40.757542,1,5
8.5,1,-73.99240400000001,40.742633000000005,-74.008414,40.746446999999996,17,4
11.3,2,-73.978749,40.761617,-73.987555,40.722533,7,1
6.9,2,-73.989582,40.758237,-73.98315699999999,40.695912,15,2
18.0,1,-73.980305,40.7703,-73.989357,40.72312,20,5
5.3,2,-73.970012,40.785585,-73.981348,40.784067,18,4
34.5,1,-73.982192,40.762547,-73.959838,40.655512,2,6
3.5,2,-73.992643,40.73748,-73.996262,40.732161,23,4
4.5,1,-73.994739,40.754633,-73.98469899999999,40.755177,14,2
8.5,1,-73.99021,40.756668,-73.97471800000001,40.756655,9,3
4.5,1,-73.98125458,40.75189972,-73.97588348,40.75817871,10,1
17.5,1,-73.98210999999999,40.766727,-73.99015,40.752065,20,3
10.9,2,-73.953055,40.768002,-73.987477,40.756955,20,2
20.0,1,-73.991833,40.744319,-73.926644,40.75504,14,4
4.1,1,-73.96130699999999,40.774307,-73.954326,40.782035,9,2
8.0,2,-73.985225,40.778867,-73.970087,40.799479999999996,7,3
9.7,1,-73.99844,40.750518,-74.011483,40.715343,16,6
23.3,5,-73.951272,40.825485,-73.997723,40.72305,7,2
7.0,1,-74.00187,40.735081,-74.013778,40.715367,22,5
10.1,1,-73.97553,40.757612,-74.00572,40.745602000000005,18,6
15.5,5,-73.98033000000001,40.767527,-73.955815,40.772225,11,4
5.3,1,-74.000099,40.733073,-73.985674,40.727652,4,6
12.0,3,-73.991603,40.744168,-73.97939000000001,40.781634999999994,17,4
11.0,1,-73.97332,40.763787,-73.999042,40.750427,20,1
17.5,2,-73.981477,40.724697,-74.016085,40.716175,14,0
5.0,6,-73.99604034,40.72101212,-73.99311066,40.72993088,17,4
8.1,1,-73.937885,40.796918,-73.952337,40.789598,19,4
14.1,1,-73.98655,40.740123,-73.945922,40.773464000000004,2,6
12.5,5,-73.983877,40.759147,-74.000332,40.718388,18,5
24.5,2,-73.968485,40.761895,-73.977825,40.677046999999995,15,1
15.7,5,-73.96056800000001,40.76639,-73.966775,40.807995,22,3
5.7,2,-73.984567,40.733017,-73.983195,40.722125,6,2
16.5,1,-73.98541,40.74776,-73.96033,40.799824,20,6
4.5,1,-73.99087,40.733968,-73.99837099999999,40.741857,2,6
5.3,1,-73.974385,40.750415000000004,-73.974385,40.750415000000004,7,2
10.1,1,-73.961263,40.765116,-73.986264,40.753265,18,6
4.5,1,-73.98361206,40.72159576,-73.98496246,40.72677994,20,3
15.5,1,-73.95453644,40.7661705,-73.97467804,40.75191116,20,5
12.1,1,-73.994791,40.761139,-74.01134300000001,40.72433,1,1
4.9,1,-73.978758,40.736548,-73.988122,40.727255,13,6
7.0,2,-74.003777,40.722415000000005,-73.99841500000001,40.735192,20,0
9.5,1,-73.960817,40.757222,-73.97140999999999,40.762622,21,2
4.5,1,-73.988957,40.760253000000006,-73.991747,40.767095,7,2
20.9,1,-73.96821700000001,40.759003,-73.852401,40.730608000000004,23,1
10.5,2,-73.95996,40.762403000000006,-73.972774,40.79357,12,2
4.9,3,-74.004892,40.740873,-74.000225,40.748523,18,5
11.0,1,-73.992913,40.768358,-73.977871,40.734017,20,1
7.7,2,-73.995204,40.725088,-73.97605,40.743986,14,2
10.5,1,-74.002548,40.74993,-73.9714,40.7627,9,5
5.0,3,-73.980257,40.766546999999996,-73.98177,40.768640000000005,20,0
13.0,3,-73.991833,40.753822,-73.979343,40.726717,9,4
14.1,1,-73.987645,40.739238,-74.00716700000001,40.705199,20,3
11.0,1,-73.989163,40.718952,-73.983457,40.750386999999996,18,6
10.5,5,-74.00795500000001,40.722896999999996,-73.99590699999999,40.74828,22,4
10.1,1,-74.003698,40.75077,-73.99610799999999,40.726591,18,5
13.5,1,-73.98865699999999,40.748692,-73.95380300000001,40.766806,14,5
7.0,1,-73.98815400000001,40.748928,-73.994488,40.76337,18,4
7.7,5,-73.99958000000001,40.72841,-73.972737,40.743435,10,1
4.0,1,-73.972522,40.756592,-73.967586,40.760389,14,1
8.5,1,-73.97032166,40.75714111,-73.95523071,40.76475143,9,3
12.5,3,-73.958517,40.765218,-73.98155200000001,40.725253,23,6
57.33,2,-73.782073,40.644659000000004,-73.984783,40.742011,9,3
10.0,3,-73.98136139,40.76039886,-73.97270966,40.79084396,18,5
5.5,2,-73.99127197,40.73083115,-73.97904968,40.72983932,10,1
5.3,1,-73.978285,40.778017999999996,-73.98249799999999,40.763655,17,3
5.3,1,-73.987697,40.749879,-73.983489,40.76238,14,2
5.0,1,-73.949548,40.780765,-73.95915699999999,40.774692,17,2
8.1,1,-73.993033,40.748678000000005,-73.965858,40.762453,14,6
16.9,1,-73.96327600000001,40.808856,-73.947275,40.776897,15,5
2.5,1,-73.805753,40.651501,-73.806113,40.652049,9,6
9.0,6,-73.99403000000001,40.741155,-73.99296700000001,40.756812,0,6
14.1,2,-73.975255,40.758767,-74.000137,40.721502,20,4
30.5,3,-73.99840999999999,40.729765,-73.93571800000001,40.830940000000005,12,6
16.0,1,-73.97922516,40.76169968,-73.99988556,40.75879288,3,6
10.5,1,-73.95765,40.7792,-73.98088,40.74733,18,5
5.3,1,-73.980948,40.753468,-73.986235,40.743227000000005,7,2
10.0,1,-74.011172,40.702047,-73.991968,40.699675,19,0
4.1,1,-73.99104100000001,40.751234000000004,-74.00134399999999,40.756479,17,3
11.0,6,-73.966052,40.768627,-73.980257,40.750755,15,3
6.5,1,-73.97274399999999,40.793597999999996,-73.98266600000001,40.772546000000006,17,5
12.6,1,-73.986699,40.729822,-73.997281,40.693574,21,0
5.0,1,-73.98467255,40.72445679,-73.98999786,40.73178101,9,1
31.0,1,-73.77631,40.64567,-73.844272,40.694612,14,3
6.9,3,-73.95639,40.77814,-73.974585,40.749245,11,6
10.0,1,-73.976775,40.714211999999996,-73.976775,40.714211999999996,21,4
4.9,1,-73.99792,40.735659999999996,-73.99175699999999,40.742602000000005,20,4
6.5,1,-73.973552,40.761138,-73.989643,40.741328,12,1
6.0,1,-73.988224,40.743543,-73.990209,40.72929,22,4
49.57,1,-73.77719300000001,40.645174,-73.993314,40.756611,16,3
9.5,1,-73.944592,40.720639,-73.987583,40.719665,0,0
6.1,1,-73.97346999999999,40.779686,-73.979877,40.765572999999996,8,5
8.5,2,-73.978202,40.764062,-73.97541,40.744562,18,1
6.9,2,-73.99133,40.723192,-73.997093,40.737198,12,2
9.5,1,-73.976175,40.786077,-73.95875699999999,40.814842,23,2
3.7,1,-73.999554,40.726882,-74.004604,40.732803000000004,11,6
7.3,1,-73.99869,40.71725,-73.986018,40.716843,11,4
7.5,1,-73.99571,40.733552,-73.98301500000001,40.726825,22,1
14.5,1,-73.98585,40.752362,-73.952117,40.768595,18,3
10.0,1,-73.993436,40.751862,-73.98025799999999,40.753541999999996,19,0
13.0,1,-73.98428345,40.72488022,-73.97616577,40.75074387,9,4
7.5,1,-73.989464,40.74709,-73.966126,40.759977,23,3
15.5,1,-73.99179077,40.74965668,-73.97393799,40.75227356,20,5
20.5,1,-74.00126800000001,40.731766,-73.922012,40.702627,11,1
5.5,1,-73.988915,40.721967,-73.979877,40.735782,22,0
5.3,1,-73.986875,40.739705,-73.990716,40.727609,1,5
4.5,1,-73.984974,40.747927000000004,-73.993551,40.736062,22,6
20.5,1,-74.01606,40.714463,-73.960678,40.767065,11,1
9.0,1,-73.96189117,40.77092361,-73.99086761,40.75076294,14,2
4.9,1,-73.97720699999999,40.752313,-73.98244100000001,40.740894,19,5
27.5,1,-73.97926331,40.76271439,-74.0169754,40.70476151,12,0
35.3,1,-73.872875,40.774058000000004,-73.979453,40.761413,6,0
11.7,1,-74.00612,40.741259,-73.963662,40.765861,22,3
3.5,1,-73.992822,40.742697,-73.990725,40.745771999999995,11,2
7.0,1,-73.958522,40.810392,-73.964507,40.807404999999996,2,5
10.1,1,-73.986438,40.759282,-73.97794,40.766482,18,6
21.5,5,-73.98474499999999,40.766529999999996,-74.012998,40.702385,19,2
8.0,1,-73.99208069,40.74869537,-73.9845047,40.75450134,21,0
7.0,2,-73.945482,40.807582000000004,-73.945107,40.820875,0,6
16.1,1,-73.976547,40.791055,-74.014326,40.7139,20,3
37.0,1,-73.870915,40.773792,-73.968097,40.679916999999996,12,5
23.7,1,-73.975544,40.776932,-73.950429,40.700856,11,1
4.0,3,-73.994112,40.736796000000005,-74.00081999999999,40.735933,21,4
14.5,1,-73.95545200000001,40.76619,-73.995705,40.75885,12,6
15.0,6,-73.98052,40.78349,-73.984288,40.755557,6,0
6.5,1,-73.95644,40.780347,-73.945277,40.778345,15,5
16.9,1,-73.965325,40.763566,-74.002963,40.722727,15,5
10.9,5,-74.015845,40.711078,-73.99302,40.733722,8,1
9.3,3,-73.98794699999999,40.731962,-73.991073,40.757718,11,6
10.5,3,-73.96883000000001,40.764244,-73.992416,40.758262,1,2
17.05,2,-73.98347199999999,40.757753,-73.956755,40.733612,6,3
4.9,1,-73.99573199999999,40.759471999999995,-73.99558,40.740085,13,6
13.0,1,-73.97545624,40.7820282,-73.95886993,40.75987244,1,6
14.1,1,-74.01044399999999,40.713815999999994,-73.98411999999999,40.757399,2,6
7.3,1,-73.988282,40.747558000000005,-73.990273,40.72505,20,1
6.3,2,-73.987009,40.758026,-73.98141899999999,40.76866,12,1
9.5,1,-73.982742,40.727148,-73.98871700000001,40.722335,19,5
16.9,1,-73.997125,40.752235,-73.94214699999999,40.708123,15,5
6.1,1,-74.001767,40.719291999999996,-73.987638,40.721358,21,2
13.7,2,-73.978301,40.752224,-74.004836,40.715848,11,1
5.0,1,-73.98966,40.747327,-73.99349000000001,40.752237,11,5
19.7,1,-73.982893,40.76266,-73.867068,40.749527,7,3
12.0,5,-73.96363831,40.75737,-73.97089386,40.78687668,21,4
14.1,2,-74.00657199999999,40.731941,-73.970781,40.764691,19,4
11.7,5,-74.00725200000001,40.728362,-73.986262,40.755577,22,3
8.1,1,-73.955787,40.803901,-73.961683,40.779709000000004,14,4
5.5,1,-73.99121,40.745262,-73.979387,40.752852000000004,7,1
6.0,1,-73.973095,40.75268,-73.963872,40.760675,11,2
8.5,1,-73.97535500000001,40.75197,-73.985007,40.764196999999996,23,5
3.7,1,-74.004112,40.707402,-74.003422,40.705868,1,2
13.0,2,-73.989682,40.720665000000004,-73.971122,40.75708,19,1
7.5,2,-73.972193,40.762746,-73.987615,40.760578,13,4
12.5,1,-73.991857,40.759743,-74.003726,40.720647,21,1
11.7,3,-73.962445,40.75844,-73.986245,40.739325,2,6
8.1,5,-73.992827,40.752123,-73.98191700000001,40.778063,17,1
4.1,1,-73.994575,40.722784000000004,-74.002625,40.725003,15,0
15.5,1,-73.95728000000001,40.785911999999996,-73.99438,40.73475,20,5
13.5,6,-73.962253,40.77898,-73.98239000000001,40.751665,22,4
6.5,5,-73.992387,40.713483000000004,-73.98956700000001,40.716004999999996,19,5
9.7,1,-73.994078,40.744976,-73.97523699999999,40.765322,16,4
16.1,1,-73.982457,40.730492,-73.988465,40.769090999999996,7,2
9.0,1,-73.95938873,40.76340485,-73.97524261,40.75956726,22,2
6.9,2,-73.988147,40.745888,-73.978677,40.744295,22,0
24.9,1,-73.986925,40.755176,-73.91981700000001,40.668381,23,1
8.1,1,-73.973267,40.79292,-73.959,40.773275,21,5
4.1,1,-74.016645,40.708221,-74.011863,40.714865,12,1
6.5,5,-73.983352,40.760765,-73.982962,40.74481,19,5
11.5,1,-73.95695699999999,40.780784999999995,-73.970087,40.752465,8,1
7.3,4,-73.984217,40.747808,-73.983877,40.761796000000004,12,3
8.1,1,-73.963813,40.768774,-73.981261,40.777608,22,4
6.1,1,-73.98409752,40.75943721,-73.9743141,40.75129328,1,5
5.5,1,-73.98750799999999,40.75669,-73.975025,40.756822,0,6
6.5,1,-73.96908,40.761563,-73.978202,40.743258000000004,14,6
9.0,1,-73.945934,40.778112,-73.963732,40.761918,12,2
6.9,2,-73.975397,40.755025,-73.989042,40.746438,14,0
6.5,1,-73.960175,40.773727,-73.95244,40.786421999999995,10,2
23.5,1,-73.955388,40.782561,-74.010159,40.701987,11,6
8.5,1,-73.98773299999999,40.738525,-73.982098,40.751675,3,1
6.0,1,-73.99044,40.761603,-73.986213,40.752612,0,4
6.1,1,-73.99113100000001,40.750274,-73.97569,40.749001,18,4
4.9,2,-73.988529,40.75674,-73.985562,40.748749,21,3
6.1,1,-73.997867,40.724275,-74.001225,40.729415,18,0
9.7,1,-74.005639,40.740538,-73.97431999999999,40.747541,15,4
7.0,2,-73.98522,40.760115,-74.001142,40.762671999999995,0,6
16.5,3,-73.96403199999999,40.758493,-73.884875,40.752977,20,5
5.7,5,-73.991235,40.739365,-73.992475,40.724955,7,2
42.33,5,-73.87301,40.7742,-73.97854,40.75418,8,3
5.0,1,-73.983812,40.754781,-73.97883,40.762284,18,3
19.5,1,-73.974047,40.751518,-74.001698,40.715579999999996,11,1
3.5,1,-73.978207,40.762112,-73.979238,40.762175,11,2
4.9,1,-73.984887,40.744213,-73.990837,40.734518,13,6
10.0,1,-73.97769100000001,40.752085,-73.959082,40.771755999999996,19,0
7.5,1,-74.003498,40.748453000000005,-73.987605,40.770238,21,4
8.1,1,-73.97820899999999,40.752331,-73.979334,40.763243,7,0
6.1,1,-73.975044,40.749561,-73.990714,40.756277000000004,9,4
15.5,1,-74.00343000000001,40.750797,-73.98451700000001,40.743177,20,5
8.5,1,-73.96857800000001,40.756370000000004,-73.98079200000001,40.741158,15,5
18.0,2,-73.9829483,40.73481369,-73.98178864,40.69049835,19,1
13.0,1,-73.993558,40.767462,-73.98363,40.744575,12,5
9.0,1,-74.005062,40.719507,-73.98302,40.722646999999995,16,5
8.5,5,-73.98853299999999,40.748290000000004,-74.005735,40.739971999999995,13,1
8.5,1,-74.002381,40.745160999999996,-73.986502,40.730273,23,6
20.1,2,-74.004365,40.724282,-73.88956800000001,40.747271999999995,14,0
8.0,2,-73.97399399999999,40.755318,-73.980874,40.763219,5,5
6.1,4,-73.974733,40.750341999999996,-73.962327,40.761356,18,6
12.0,1,-73.951414,40.770278999999995,-73.990186,40.767115999999994,17,2
10.1,3,-74.009372,40.726002,-73.988617,40.743575,22,4
10.5,1,-73.953063,40.782540000000004,-73.970445,40.758863,9,3
7.3,1,-73.94878800000001,40.711338,-73.986695,40.719666,7,1
7.7,2,-73.981421,40.74645,-74.004896,40.746665,9,1
4.5,2,-73.97970699999999,40.76444,-73.98782800000001,40.770136,6,6
17.0,2,-73.985287,40.767917,-74.010345,40.715337,16,0
3.5,1,-73.993923,40.737010999999995,-73.998386,40.740122,4,5
4.5,1,-73.962773,40.76679,-73.962182,40.775558000000004,18,0
10.5,3,-73.965875,40.772838,-73.99858499999999,40.763055,13,2
26.0,1,-74.00719699999999,40.71609,-73.960592,40.768237,14,2
32.0,2,-73.86290600000001,40.770263,-73.996753,40.690568,11,5
10.0,5,-73.96708000000001,40.78838,-73.940005,40.805507,22,4
30.27,2,-73.874546,40.774032,-73.96589399999999,40.758103000000006,14,0
6.1,1,-74.006887,40.73496,-73.99454300000001,40.724818,18,1
3.7,1,-73.982967,40.739338000000004,-73.976529,40.741644,21,6
6.9,2,-73.959992,40.766188,-73.95535500000001,40.787733,22,0
10.5,2,-74.005057,40.719120000000004,-73.97845,40.762173,20,2
5.0,5,-73.979415,40.767734999999995,-73.975865,40.757982,17,5
4.0,1,-73.96962738,40.68958282,-73.98084259,40.689888,13,4
8.0,1,-73.93936157,40.79508972,-73.91194916,40.80341721,0,6
5.5,1,-73.95565699999999,40.764182,-73.948325,40.776387,7,0
8.1,1,-73.958525,40.772769,-73.972687,40.764485,16,6
82.25,1,-73.98239000000001,40.768390000000004,-74.17734,40.695240000000005,16,6
10.5,1,-73.989385,40.72636,-74.00838,40.709682,16,4
11.0,1,-73.94133000000001,40.798575,-73.97378499999999,40.764352,20,1
12.0,1,-73.982325,40.731671999999996,-73.98680999999999,40.76014,19,0
10.0,1,-73.962935,40.766977000000004,-73.974292,40.787592,21,4
9.0,1,-73.963219,40.771923,-73.965814,40.758435,23,3
5.5,2,-73.97303000000001,40.748884999999994,-73.9624,40.758815000000006,10,1
13.5,1,-73.98534699999999,40.723597,-73.987944,40.688199,23,0
7.5,1,-73.990732,40.750890999999996,-73.978748,40.762473,0,4
15.5,1,-73.993768,40.743277,-73.976562,40.764803,20,5
10.5,1,-73.972298,40.765071999999996,-73.992195,40.745007,18,0
4.5,6,-73.977197,40.7861,-73.983518,40.780846999999994,16,3
4.5,1,-74.00137329,40.73622131,-73.99505615,40.73991013,22,6
10.1,2,-74.000378,40.730126,-73.966638,40.753063,19,0
9.0,1,-73.979462,40.752002000000005,-73.963425,40.763787,7,0
49.15,2,-73.890443,40.726073,-73.975708,40.751452,23,6
9.7,1,-73.968142,40.800325,-73.948932,40.77582,4,5
9.5,1,-73.982372,40.771786999999996,-73.967525,40.801207,23,3
4.5,1,-73.97644100000001,40.750776,-73.98338100000001,40.744609000000004,20,3
12.5,1,-73.976405,40.774988,-73.97746500000001,40.753415000000004,15,5
11.7,1,-73.95646500000001,40.771259,-73.984539,40.729095,7,0
28.0,3,-73.96823883,40.759109499999994,-73.85054016,40.72094345,13,3
5.7,2,-73.97659300000001,40.75077,-73.990645,40.750988,8,5
14.9,4,-73.985561,40.778421,-73.9887,40.727534999999996,15,3
20.1,1,-73.987078,40.695577,-73.985414,40.752746,4,6
32.0,1,-73.99707794,40.72231674,-73.86497498,40.77046585,18,4
20.9,2,-74.004068,40.726036,-73.97278399999999,40.792722,23,2
3.9,1,-73.95014599999999,40.775991999999995,-73.948877,40.77796,23,3
13.3,2,-73.95417900000001,40.764096,-73.89905999999999,40.756971,11,5
14.0,1,-73.991196,40.750595000000004,-73.947662,40.779481,14,3
36.3,1,-73.98236700000001,40.761757,-73.865803,40.771073,1,2
5.3,1,-73.982437,40.775290000000005,-73.97896800000001,40.77221,8,3
17.0,2,-73.987625,40.719539000000005,-73.96106999999999,40.767427000000005,13,6
10.5,1,-73.99409,40.69085,-73.99672199999999,40.723271999999994,7,1
7.5,1,-73.99157715,40.74401093,-73.97357178,40.74362946,6,1
11.0,2,-73.982732,40.750887,-73.95415799999999,40.775425,11,0
19.0,1,-73.962634,40.772851,-73.98599200000001,40.73105,23,3
31.87,1,-73.995855,40.756372,-73.87526700000001,40.771446999999995,0,3
5.7,2,-73.982473,40.682879,-73.982473,40.682879,2,6
10.5,1,-73.98085785,40.73798752,-73.99639893,40.71350861,17,0
8.5,2,-73.988242,40.737784999999995,-73.978435,40.751560999999995,14,1
4.5,2,-73.98468000000001,40.742767,-73.99058199999999,40.745112,0,3
5.7,2,-73.979148,40.747465000000005,-73.993767,40.750097,17,4
7.7,5,-74.000878,40.757903000000006,-73.979155,40.761715,6,2
7.0,2,-73.990143,40.7321,-74.004168,40.745965999999996,0,6
9.7,1,-73.985663,40.723147999999995,-73.993509,40.743722,22,3
8.0,2,-74.00348699999999,40.731317,-73.98364000000001,40.744757,18,1
6.0,3,-73.998122,40.750932,-73.99385500000001,40.74078,20,1
5.0,6,-73.99504852,40.72626114,-73.98555756,40.72465897,17,4
4.9,2,-73.97377,40.76379,-73.984156,40.759951,11,1
57.33,1,-73.78978000000001,40.643502000000005,-73.96920300000001,40.795728000000004,18,2
5.0,1,-73.99565125,40.72463989,-73.98948669,40.72137833,17,0
26.5,3,-73.97161,40.757191999999996,-73.871183,40.774208,12,6
6.0,2,-74.000149,40.732857,-74.00349200000001,40.742349,18,0
11.7,1,-73.958258,40.760554,-73.99382800000001,40.749919,7,0
4.5,4,-73.97239685,40.75944138,-73.97766113,40.75339127,18,4
8.1,1,-73.967923,40.755417,-73.982012,40.762902000000004,21,4
6.5,1,-73.96221800000001,40.779094,-73.977112,40.758571,10,5
6.1,1,-73.975634,40.74937,-73.974964,40.759019,17,5
8.1,1,-73.987274,40.702383000000005,-74.0085,40.706675,20,5
8.5,1,-73.977025,40.750128000000004,-73.954411,40.775583000000005,14,6
13.5,5,-73.977315,40.78455,-73.984825,40.743846999999995,11,4
15.7,1,-73.981889,40.755964,-74.00859100000001,40.716662,0,6
11.7,2,-73.957382,40.780272,-73.985463,40.736928000000006,8,6
3.0,5,-74.00271500000001,40.733912,-74.003742,40.73659,18,3
12.1,1,-73.992288,40.724709000000004,-73.962728,40.763177,21,0
52.0,1,-74.00514799999999,40.746265,-73.78424,40.643427,21,4
6.5,1,-73.98331,40.771325,-73.97795,40.753494,12,1
4.9,3,-74.004602,40.722477000000005,-73.996622,40.737255,15,0
4.1,1,-73.977642,40.752677,-73.988941,40.756339000000004,0,5
7.0,1,-73.98676999999999,40.745312,-74.00088000000001,40.747087,18,4
18.0,3,-73.956102,40.787511,-73.971695,40.750728,3,0
8.1,1,-73.966257,40.761412,-73.974073,40.783025,17,5
14.5,5,-73.923248,40.761033000000005,-73.991132,40.751057,11,4
11.7,1,-73.973507,40.784645000000005,-73.99743000000001,40.750671999999994,8,2
18.5,1,-74.004113,40.738075,-73.978346,40.783646000000005,11,2
9.5,1,-73.995322,40.73927,-73.981503,40.758495,15,2
14.0,1,-73.954306,40.774401,-73.934972,40.735815,7,2
12.5,1,-73.99116,40.750478,-73.96601700000001,40.762315,20,5
7.7,4,-73.985422,40.747597,-73.970242,40.768211,15,3
55.5,1,-73.781901,40.644738000000004,-73.99006,40.70276,20,4
6.5,1,-73.972812,40.755727,-73.990548,40.756567,11,0
9.0,1,-74.00831099999999,40.738696999999995,-74.01388299999999,40.709488,15,5
6.0,2,-73.961777,40.771822,-73.97145,40.764362,11,4
17.5,1,-73.98893199999999,40.718697,-73.989367,40.762802,21,5
8.0,1,-73.99812317,40.74055862,-73.9909668,40.75099182,21,0
7.3,2,-73.975685,40.756867,-73.981305,40.768968,8,1
21.3,5,-73.983035,40.756717,-74.011393,40.704295,7,2
3.7,1,-73.96637199999999,40.761958,-73.960847,40.769255,20,5
10.0,5,-73.967427,40.76321,-73.983837,40.746784999999996,22,4
21.0,1,-73.99085236,40.73632813,-73.95996094,40.68384552,17,5
9.3,2,-73.97385799999999,40.764659,-73.986698,40.760295,1,6
7.5,1,-73.97124000000001,40.78949,-73.947903,40.783192,20,0
15.5,2,-74.00005999999999,40.734041,-73.94906,40.771797,19,1
2.5,1,-73.93758199999999,40.758142,-73.93758000000001,40.758142,18,0
39.33,1,-73.86585236,40.77074051,-73.98609161,40.75823593,19,3
21.0,1,-73.96164703,40.768505100000006,-73.99324036,40.74642181,17,5
12.1,1,-73.981752,40.765142,-73.980628,40.746807000000004,21,0
7.7,5,-73.98223,40.77385,-73.96165500000001,40.771862,2,0
6.1,1,-73.98562700000001,40.757748,-73.979203,40.747316999999995,10,1
4.5,2,-73.98583599999999,40.738724,-74.005251,40.720882,8,1
4.5,1,-73.961198,40.7717,-73.967638,40.762781,2,3
4.5,2,-73.99203,40.725727,-73.987608,40.732742,12,1
8.1,1,-73.981738,40.74066,-74.001287,40.733623,9,4
9.0,1,-74.002177,40.736404,-73.985399,40.742805,11,4
4.5,1,-73.956903,40.783514000000004,-73.94998199999999,40.785334999999996,18,1
7.3,1,-73.961854,40.764047,-73.977938,40.754612,7,6
4.5,4,-73.97556800000001,40.792043,-73.97997,40.781253,10,2
11.3,2,-73.998882,40.734499,-73.957239,40.768159000000004,1,6
4.5,1,-73.99155,40.750367,-73.999142,40.739395,19,6
4.5,1,-73.985467,40.738465000000005,-73.98733,40.744863,14,2
9.7,1,-74.006055,40.734916999999996,-73.982456,40.765384000000005,17,5
7.3,5,-73.974113,40.750522,-73.980773,40.753615,17,5
4.9,5,-74.002588,40.70877,-73.998807,40.71948,7,3
5.5,5,-73.99014,40.774128000000005,-73.98145699999999,40.775115,17,5
8.0,5,-73.960932,40.760952,-73.984757,40.761077,20,2
10.1,1,-73.981252,40.747198,-73.956274,40.76889,18,6
4.5,1,-73.967765,40.765342,-73.973952,40.757373,15,1
6.0,1,-73.98690796,40.73936081,-74.00304413,40.73302841,23,3
6.0,6,-73.959395,40.760312,-73.970822,40.751582,22,0
16.5,1,-73.976752,40.764821000000005,-74.002859,40.706453,9,2
12.1,1,-73.993688,40.727140000000006,-73.967792,40.761155,17,0
7.5,1,-73.987526,40.765465,-73.988523,40.748540000000006,19,5
30.5,2,-73.986812,40.761126000000004,-73.86137,40.768078,17,5
7.3,3,-74.000067,40.728527,-73.984822,40.734728000000004,22,4
5.0,2,-73.99842834,40.68066788,-73.9851532,40.67668915,11,2
22.5,1,-74.004092,40.74279,-73.99588299999999,40.678672,11,6
6.9,2,-73.989547,40.738623,-73.9822,40.756721999999996,17,5
6.1,1,-73.967522,40.752390999999996,-73.961034,40.765817,10,3
12.5,1,-73.974915,40.76514,-73.986655,40.722287,8,1
10.5,1,-73.974137,40.762657,-73.993587,40.752512,12,4
3.7,1,-73.977042,40.743115,-73.984336,40.742678000000005,11,6
10.5,1,-73.987245,40.760702,-73.97115699999999,40.762052000000004,8,3
7.0,1,-73.96391296,40.76139832,-73.97276306,40.74517822,21,0
6.1,1,-73.989959,40.734234,-73.978177,40.737238,12,3
18.1,1,-73.973272,40.677692,-73.97421,40.678166999999995,20,3
8.9,2,-73.923067,40.806703000000006,-73.943848,40.786975,22,3
17.5,1,-73.94345200000001,40.789008,-73.99495,40.759735,13,3
7.7,2,-73.967697,40.762725,-73.987577,40.74966,9,1
11.3,2,-73.982202,40.769183,-73.972897,40.79603,1,6
4.1,2,-73.974625,40.755992,-73.96743199999999,40.761582000000004,4,1
16.5,1,-73.977564,40.754107,-73.983925,40.758874,18,2
2.9,1,-73.958587,40.77268,-73.95612,40.775799,12,4
5.3,2,-73.99986,40.734518,-73.993018,40.725537,9,6
23.0,1,-73.998018,40.756074,-73.998018,40.756074,21,0
9.5,1,-73.99403000000001,40.751165,-73.988762,40.774057,21,2
9.7,1,-74.01082199999999,40.711437,-73.991838,40.74994,10,2
12.5,1,-73.99176788,40.72644806,-73.96224213,40.75932312,16,2
4.9,1,-74.00525999999999,40.72894,-73.992914,40.724094,9,0
6.6,1,-73.967412,40.769144,-73.970894,40.7859,9,2
6.0,1,-73.98736,40.750642,-73.977393,40.764687,14,6
4.5,2,-73.99051999999999,40.756243,-73.980108,40.762861,14,5
5.5,2,-73.980124,40.780640000000005,-73.969497,40.795427000000004,10,1
11.5,1,-73.971324,40.757628000000004,-74.003874,40.731617,8,5
10.5,1,-73.991222,40.74187,-73.990201,40.719945,9,5
6.1,1,-73.992289,40.750544,-73.980856,40.738166,11,3
6.5,1,-73.983461,40.730204,-73.99510699999999,40.739219,7,0
9.5,1,-74.004972,40.74072,-73.98773,40.721267,1,1
19.7,1,-73.958888,40.769098,-73.990625,40.694043,7,3
15.7,1,-73.999895,40.734572,-73.946157,40.782,0,6
3.7,1,-73.804634,40.658301,-73.80127,40.667077,17,2
6.1,5,-73.987735,40.73365,-74.00819200000001,40.7378,9,5
6.5,1,-73.984205,40.725675,-73.99937800000001,40.726597,20,5
8.5,4,-73.992988,40.73165,-73.971255,40.755675,22,2
6.5,1,-73.973176,40.763836,-73.96258900000001,40.763995,22,6
8.2,1,-74.003123,40.733583,-73.989148,40.762821,19,3
4.5,1,-73.974873,40.757442,-73.977363,40.75548,22,4
13.3,2,-73.951818,40.733697,-73.951818,40.733697,16,6
7.3,1,-73.98383299999999,40.760164,-74.007929,40.73874,20,2
9.0,1,-73.99130249,40.74803925,-73.981987,40.74001312,14,2
6.9,2,-73.977591,40.754371,-73.993643,40.750091999999995,22,0
